ID,Node1,Node2,Marker
141,8482,6143,0
142,8482,7505,0
143,6649,6143,0
144,8801,8762,0
145,8801,8655,0
146,8474,8655,0
147,8474,8762,0
148,8474,8801,0
149,8655,8762,0
150,7385,6692,0
151,7385,7562,0
152,6436,7562,0
153,6436,6692,0
154,6436,7385,0
155,7562,6692,0
156,4104,4078,0
157,4104,3966,0
158,4058,3966,0
159,4058,4078,0
160,4058,4104,0
161,3966,4078,0
162,253,233,0
163,253,259,0
164,307,259,0
165,307,233,0
166,307,253,0
167,259,233,0
168,6847,7209,0
169,6847,6869,0
170,7247,6869,0
171,7247,7209,0
172,7247,6847,0
173,6869,7209,0
174,3992,4033,0
175,3992,4051,0
176,3873,4051,0
177,3873,4033,0
178,3873,3992,0
179,4051,4033,0
180,567,700,0
181,567,536,0
182,424,536,0
183,424,700,0
184,424,567,0
185,536,700,0
186,11388,11447,0
187,11388,11198,0
188,11227,11198,0
189,11227,11447,0
190,11227,11388,0
191,11198,11447,0
192,3958,3864,0
193,3958,3918,0
194,4024,3918,0
195,4024,3864,0
196,4024,3958,0
197,3918,3864,0
198,7421,8164,0
199,7421,7578,0
200,6748,7578,0
201,6748,8164,0
202,6748,7421,0
203,7578,8164,0
204,1905,1921,0
205,1905,2084,0
206,1898,2084,0
207,1898,1921,0
208,1898,1905,0
209,2084,1921,0
210,998,1152,0
211,998,951,0
212,830,951,0
213,830,1152,0
214,830,998,0
215,951,1152,0
216,7685,8033,0
217,7685,8170,0
218,8267,8170,0
219,8267,8033,0
220,8267,7685,0
221,8170,8033,0
222,5049,4924,0
223,5049,4987,0
224,4827,4987,0
225,4827,4924,0
226,4827,5049,0
227,4987,4924,0
228,7922,8225,0
229,7922,8278,0
230,8979,8278,0
231,8979,8225,0
232,8979,7922,0
233,8278,8225,0
234,10736,10580,0
235,10736,10552,0
236,10711,10552,0
237,10711,10580,0
238,10711,10736,0
239,10552,10580,0
240,7258,7543,0
241,7258,7643,0
242,8429,7643,0
243,8429,7543,0
244,8429,7258,0
245,7643,7543,0
246,3466,3316,0
247,3466,3269,0
248,3521,3269,0
249,3521,3316,0
250,3521,3466,0
251,3269,3316,0
252,3050,3384,0
253,3050,3420,0
254,3117,3420,0
255,3117,3384,0
256,3117,3050,0
257,3420,3384,0
258,10134,10206,0
259,10134,10025,0
260,10267,10025,0
261,10267,10206,0
262,10267,10134,0
263,10025,10206,0
264,9553,9395,0
265,9553,9418,0
266,9278,9418,0
267,9278,9395,0
268,9278,9553,0
269,9418,9395,0
270,10151,10437,0
271,10151,10636,0
272,10211,10636,0
273,10211,10437,0
274,10211,10151,0
275,10636,10437,0
276,5055,5024,0
277,5055,5298,0
278,5421,5298,0
279,5421,5024,0
280,5421,5055,0
281,5298,5024,0
282,4222,4526,0
283,4222,3980,0
284,3993,3980,1
285,3993,4526,0
286,3993,4222,0
287,3980,4526,0
288,7866,7661,0
289,7866,8148,0
290,7802,8148,0
291,7802,7661,0
292,7802,7866,0
293,8148,7661,0
294,6977,7194,0
295,6977,6943,0
296,7078,6943,0
297,7078,7194,0
298,7078,6977,0
299,6943,7194,0
300,5246,4932,0
301,5246,4807,0
302,4563,4807,0
303,4563,4932,0
304,4563,5246,0
305,4807,4932,0
306,1843,1952,0
307,1843,1927,0
308,2017,1927,0
309,2017,1952,0
310,2017,1843,0
311,1927,1952,0
312,8057,7780,1
313,8057,8065,0
314,7959,8065,0
315,7959,7780,1
316,7959,8057,1
317,8065,7780,0
318,2990,3139,0
319,2990,3178,0
320,3006,3178,0
321,3006,3139,0
322,3006,2990,0
323,3178,3139,0
324,3379,3067,0
325,3379,3242,0
326,3317,3242,0
327,3317,3067,0
328,3317,3379,0
329,3242,3067,0
330,9362,9411,0
331,9362,9070,0
332,9394,9070,0
333,9394,9411,0
334,9394,9362,0
335,9070,9411,0
336,5074,5278,0
337,5074,5356,0
338,5034,5356,0
339,5034,5278,0
340,5034,5074,0
341,5356,5278,0
342,6551,6503,0
343,6551,6617,0
344,6225,6617,0
345,6225,6503,0
346,6225,6551,0
347,6617,6503,0
348,8641,8390,0
349,8641,8582,0
350,8469,8582,0
351,8469,8390,0
352,8469,8641,0
353,8582,8390,0
354,8705,8719,0
355,8705,8435,0
356,8597,8435,0
357,8597,8719,0
358,8597,8705,0
359,8435,8719,0
360,3291,3303,0
361,3291,3397,0
362,3095,3397,0
363,3095,3303,0
364,3095,3291,0
365,3397,3303,0
366,2815,2750,0
367,2815,2977,0
368,2714,2977,0
369,2714,2750,0
370,2714,2815,0
371,2977,2750,0
372,558,255,0
373,558,594,0
374,561,594,0
375,561,255,0
376,561,558,0
377,594,255,0
378,2424,2422,0
379,2424,3153,0
380,3195,3153,0
381,3195,2422,0
382,3195,2424,0
383,3153,2422,0
384,10468,10330,0
385,10468,10188,0
386,10165,10188,0
387,10165,10330,0
388,10165,10468,0
389,10188,10330,0
390,4162,4330,0
391,4162,4115,0
392,4166,4115,0
393,4166,4330,0
394,4166,4162,0
395,4115,4330,0
396,9382,9234,0
397,9382,9689,0
398,9835,9689,0
399,9835,9234,0
400,9835,9382,0
401,9689,9234,0
402,6776,7124,0
403,6776,7110,0
404,6889,7110,0
405,6889,7124,0
406,6889,6776,0
407,7110,7124,0
408,597,537,0
409,597,657,0
410,779,657,0
411,779,537,0
412,779,597,0
413,657,537,0
414,7691,7918,0
415,7691,7901,0
416,7862,7901,0
417,7862,7918,0
418,7862,7691,0
419,7901,7918,0
420,8153,8328,0
421,8153,8059,0
422,8470,8059,0
423,8470,8328,0
424,8470,8153,0
425,8059,8328,0
426,8483,8627,0
427,8483,8444,0
428,8453,8444,0
429,8453,8627,0
430,8453,8483,0
431,8444,8627,0
432,3242,3157,0
433,3242,3295,0
434,3209,3295,0
435,3209,3157,0
436,3209,3242,0
437,3295,3157,0
438,11597,11797,0
439,11597,176,0
440,11889,176,0
441,11889,11797,0
442,11889,11597,0
443,176,11797,0
444,6823,6704,0
445,6823,6960,0
446,6919,6960,0
447,6919,6704,0
448,6919,6823,0
449,6960,6704,0
450,5037,4850,0
451,5037,4980,0
452,5059,4980,0
453,5059,4850,0
454,5059,5037,0
455,4980,4850,0
456,11092,11046,0
457,11092,11511,0
458,11480,11511,0
459,11480,11046,0
460,11480,11092,0
461,11511,11046,0
462,3708,3803,0
463,3708,3889,0
464,3800,3889,0
465,3800,3803,0
466,3800,3708,0
467,3889,3803,0
468,1542,1767,0
469,1542,1990,0
470,2041,1990,0
471,2041,1767,0
472,2041,1542,0
473,1990,1767,0
474,2334,2207,0
475,2334,1985,0
476,2337,1985,0
477,2337,2207,0
478,2337,2334,0
479,1985,2207,0
480,10332,10241,0
481,10332,10055,0
482,10065,10055,0
483,10065,10241,0
484,10065,10332,0
485,10055,10241,0
486,9921,9900,0
487,9921,9978,0
488,9831,9978,0
489,9831,9900,0
490,9831,9921,0
491,9978,9900,0
492,2589,2581,0
493,2589,2461,0
494,2367,2461,0
495,2367,2581,0
496,2367,2589,0
497,2461,2581,0
498,10163,10120,0
499,10163,10104,0
500,10264,10104,0
501,10264,10120,0
502,10264,10163,0
503,10104,10120,0
504,707,789,0
505,707,704,0
506,702,704,0
507,702,789,0
508,702,707,0
509,704,789,0
510,7341,7603,0
511,7341,7590,0
512,7403,7590,0
513,7403,7603,0
514,7403,7341,0
515,7590,7603,0
516,6468,6363,0
517,6468,6205,0
518,6464,6205,0
519,6464,6363,0
520,6205,6363,0
521,8814,8759,0
522,8814,8670,0
523,8686,8670,0
524,8686,8759,0
525,8686,8814,0
526,8670,8759,0
527,4865,5012,0
528,4865,4842,0
529,4838,4842,0
530,4838,5012,0
531,4838,4865,0
532,4842,5012,0
533,5587,5559,0
534,5587,5433,0
535,5454,5433,0
536,5454,5559,0
537,5454,5587,0
538,5433,5559,0
539,11572,11418,0
540,11572,11531,0
541,11605,11531,0
542,11605,11418,0
543,11605,11572,0
544,11531,11418,0
545,10166,10258,0
546,10166,10291,0
547,10257,10291,0
548,10257,10258,0
549,10257,10166,0
550,10291,10258,0
551,8822,8904,0
552,8822,8998,1
553,9244,8998,0
554,9244,8904,0
555,9244,8822,0
556,8998,8904,0
557,11024,10857,0
558,11024,10831,0
559,10854,10831,0
560,10854,10857,0
561,10854,11024,0
562,10831,10857,0
563,8380,8549,0
564,8380,8319,0
565,8432,8319,0
566,8432,8549,0
567,8432,8380,0
568,8319,8549,0
569,5019,5080,0
570,5019,5061,0
571,5302,5061,0
572,5302,5080,0
573,5302,5019,0
574,5061,5080,0
575,5543,5472,0
576,5543,5628,0
577,5947,5628,0
578,5947,5472,0
579,5947,5543,0
580,5628,5472,0
581,5867,5808,0
582,5867,5976,0
583,6052,5976,0
584,6052,5808,0
585,6052,5867,0
586,5976,5808,0
587,435,424,0
588,435,700,0
589,435,567,0
590,8032,7995,0
591,8032,8066,0
592,7903,8066,0
593,7903,7995,0
594,7903,8032,0
595,8066,7995,0
596,7921,8098,0
597,7921,7943,0
598,8133,7943,0
599,8133,8098,0
600,8133,7921,0
601,7943,8098,0
602,7854,8098,0
603,7854,7953,0
604,7943,7953,0
605,7943,7854,0
606,7953,8098,0
607,11365,11371,0
608,11365,11390,0
609,11123,11390,0
610,11123,11371,0
611,11123,11365,0
612,11390,11371,0
613,5680,5665,0
614,5664,5665,0
615,5023,5665,0
616,3124,3578,0
617,3124,3549,0
618,3647,3549,0
619,3647,3578,0
620,3647,3124,0
621,3549,3578,0
622,10067,10431,0
623,10067,10357,1
624,10703,10357,1
625,10703,10431,0
626,10703,10067,1
627,10357,10431,0
628,2693,2065,0
629,2693,2550,0
630,2378,2550,0
631,2378,2065,0
632,2378,2693,0
633,2550,2065,0
634,1609,2306,0
635,1609,2476,0
636,2309,2476,0
637,2309,2306,0
638,2309,1609,0
639,2476,2306,0
640,1484,1573,0
641,1484,1533,0
642,1709,1533,0
643,1709,1573,0
644,1709,1484,0
645,1533,1573,0
646,2842,3149,0
647,2842,3155,0
648,3129,3155,0
649,3129,3149,0
650,3129,2842,0
651,3155,3149,0
652,6439,6521,0
653,6439,6294,0
654,6129,6294,0
655,6129,6521,0
656,6129,6439,0
657,6294,6521,0
658,9975,9959,0
659,9975,9879,0
660,9738,9879,0
661,9738,9959,0
662,9738,9975,0
663,9879,9959,0
664,10067,10236,0
665,10067,10318,0
666,10240,10318,0
667,10240,10236,0
668,10240,10067,0
669,10318,10236,0
670,7811,7719,0
671,7811,7960,0
672,7971,7960,0
673,7971,7719,0
674,7971,7811,0
675,7960,7719,0
676,7134,6935,0
677,7134,6974,0
678,7268,6974,0
679,7268,6935,0
680,7268,7134,0
681,6974,6935,0
682,11057,11089,0
683,11057,10871,0
684,10513,10871,0
685,10513,11089,0
686,10513,11057,0
687,10871,11089,0
688,6601,6492,0
689,6601,5886,0
690,6135,5886,0
691,6135,6492,0
692,6135,6601,0
693,5886,6492,0
694,11403,10994,0
695,11403,11108,0
696,11460,11108,0
697,11460,10994,0
698,11460,11403,0
699,11108,10994,0
700,7891,7739,0
701,7891,7683,0
702,7884,7683,0
703,7884,7739,0
704,7884,7891,0
705,7683,7739,0
706,3795,3835,0
707,3795,3657,0
708,3767,3657,0
709,3767,3835,0
710,3767,3795,0
711,3657,3835,0
712,3092,3270,0
713,3092,3460,0
714,3058,3460,0
715,3058,3270,0
716,3058,3092,0
717,3460,3270,0
718,4907,4691,0
719,4907,4780,0
720,4795,4780,0
721,4795,4691,0
722,4795,4907,0
723,4780,4691,0
724,3098,3356,0
725,3098,3301,0
726,3049,3301,0
727,3049,3356,0
728,3049,3098,0
729,3301,3356,0
730,8534,8430,0
731,8534,8532,0
732,8613,8532,0
733,8613,8430,0
734,8613,8534,0
735,8532,8430,0
736,3277,3039,0
737,3277,3311,0
738,3122,3311,0
739,3122,3039,0
740,3122,3277,0
741,3311,3039,0
742,6906,8120,0
743,6906,8004,0
744,7589,8004,0
745,7589,8120,0
746,7589,6906,0
747,8004,8120,0
748,8310,8442,0
749,8310,8399,0
750,8519,8399,0
751,8519,8442,0
752,8519,8310,0
753,8399,8442,0
754,1494,1724,0
755,1494,1834,0
756,1702,1834,0
757,1702,1724,0
758,1702,1494,0
759,1834,1724,0
760,5843,5771,0
761,5843,5851,0
762,6102,5851,0
763,6102,5771,0
764,6102,5843,0
765,5851,5771,0
766,8953,8931,0
767,8953,8898,0
768,9037,8898,0
769,9037,8931,0
770,9037,8953,0
771,8898,8931,0
772,5790,5897,0
773,5790,5692,0
774,5923,5692,0
775,5923,5897,0
776,5923,5790,0
777,5692,5897,0
778,240,220,0
779,240,266,0
780,186,266,0
781,186,220,0
782,186,240,0
783,266,220,0
784,6968,6796,0
785,6968,6554,0
786,6899,6554,0
787,6899,6796,0
788,6899,6968,0
789,6554,6796,0
790,8396,7853,0
791,8396,8095,0
792,8180,8095,0
793,8180,7853,0
794,8180,8396,0
795,8095,7853,0
796,8475,8189,0
797,8475,8246,0
798,8064,8246,0
799,8064,8189,0
800,8064,8475,0
801,8246,8189,0
802,6405,6685,0
803,6405,6667,0
804,6693,6667,0
805,6693,6685,0
806,6693,6405,0
807,6667,6685,0
808,11503,11426,0
809,11503,11459,0
810,11199,11459,0
811,11199,11426,0
812,11199,11503,0
813,11459,11426,0
814,7618,7724,0
815,7618,7507,0
816,7404,7507,0
817,7404,7724,0
818,7404,7618,0
819,7507,7724,0
820,117,333,0
821,117,11657,0
822,11776,11657,0
823,11776,333,0
824,11776,117,0
825,11657,333,0
826,10978,11215,0
827,10978,11272,0
828,11066,11272,0
829,11066,11215,0
830,11066,10978,0
831,11272,11215,0
832,7427,8849,0
833,7427,8555,0
834,7497,8555,0
835,7497,8849,0
836,7497,7427,0
837,8555,8849,0
838,5372,5168,0
839,5372,5441,0
840,5171,5441,0
841,5171,5168,0
842,5171,5372,0
843,5441,5168,0
844,5824,5654,0
845,5824,5982,0
846,5837,5982,0
847,5837,5654,0
848,5837,5824,0
849,5982,5654,0
850,166,289,0
851,166,322,0
852,392,322,0
853,392,289,0
854,392,166,0
855,322,289,0
856,11436,11602,0
857,11436,11593,0
858,11274,11593,0
859,11274,11602,0
860,11274,11436,0
861,11593,11602,0
862,7894,8132,0
863,7894,7984,0
864,8006,7984,0
865,8006,8132,0
866,8006,7894,0
867,7984,8132,0
868,11409,11347,0
869,11409,11378,0
870,11685,11378,0
871,11685,11347,0
872,11685,11409,0
873,11378,11347,0
874,7351,6657,0
875,7351,6879,0
876,6859,6879,0
877,6859,6657,0
878,6859,7351,0
879,6879,6657,0
880,9103,9061,0
881,9103,8841,0
882,8999,8841,0
883,8999,9061,0
884,8999,9103,0
885,8841,9061,0
886,1949,1777,0
887,1949,2068,0
888,1960,2068,0
889,1960,1777,0
890,1960,1949,0
891,2068,1777,0
892,2784,3086,0
893,2784,3017,0
894,2925,3017,0
895,2925,3086,0
896,2925,2784,0
897,3017,3086,0
898,8341,8459,0
899,8341,8440,0
900,8210,8440,0
901,8210,8459,0
902,8210,8341,0
903,8440,8459,0
904,9526,8768,0
905,9526,8900,0
906,8607,8900,0
907,8607,8768,0
908,8607,9526,0
909,8900,8768,0
910,7833,8158,0
911,7833,7558,0
912,8028,7558,0
913,8028,8158,0
914,8028,7833,0
915,7558,8158,0
916,8739,8717,0
917,8739,8580,0
918,8692,8580,0
919,8692,8717,0
920,8692,8739,0
921,8580,8717,0
922,8257,8163,0
923,8257,7540,0
924,7559,7540,0
925,7559,8163,0
926,7559,8257,0
927,7540,8163,0
928,8626,8789,0
929,8626,8804,0
930,9096,8804,0
931,9096,8789,0
932,9096,8626,0
933,8804,8789,0
934,522,430,0
935,522,326,0
936,445,326,0
937,445,430,0
938,445,522,0
939,326,430,0
940,5225,5334,0
941,5225,5572,0
942,5337,5572,0
943,5337,5334,0
944,5337,5225,0
945,5572,5334,0
946,3717,3813,0
947,3717,3537,0
948,3430,3537,0
949,3430,3813,0
950,3430,3717,0
951,3537,3813,0
952,6275,5861,0
953,6275,5927,0
954,5941,5927,0
955,5941,5861,0
956,5941,6275,0
957,5927,5861,0
958,6601,6561,0
959,5886,6561,0
960,6561,6492,0
961,7452,7740,0
962,7452,7298,0
963,7441,7298,0
964,7441,7740,0
965,7441,7452,0
966,7298,7740,0
967,8315,8114,0
968,8315,8190,0
969,7984,8190,0
970,7984,8114,0
971,7984,8315,0
972,8190,8114,0
973,8202,7761,0
974,8202,7952,0
975,7765,7952,0
976,7765,7761,0
977,7765,8202,0
978,7952,7761,0
979,10480,10454,0
980,10480,10417,0
981,10582,10417,0
982,10582,10454,0
983,10582,10480,0
984,10417,10454,0
985,5074,5263,0
986,5074,4672,0
987,4858,4672,0
988,4858,5263,0
989,4858,5074,0
990,4672,5263,0
991,7603,7769,0
992,7637,7769,0
993,7637,7590,0
994,7637,7603,0
995,7769,7590,0
996,8570,8057,0
997,8570,8193,0
998,8354,8193,0
999,8354,8057,0
1000,8354,8570,0
1001,8193,8057,0
1002,8742,8527,0
1003,8742,8080,0
1004,8186,8080,0
1005,8186,8527,0
1006,8186,8742,0
1007,8080,8527,0
1008,7933,7787,0
1009,7933,7885,0
1010,8157,7885,0
1011,8157,7787,0
1012,8157,7933,0
1013,7885,7787,0
1014,8619,8689,0
1015,8619,8705,0
1016,8597,8689,0
1017,8597,8619,0
1018,8705,8689,0
1019,7030,6974,0
1020,7030,7268,0
1021,7282,7268,0
1022,7282,6974,0
1023,7282,7030,0
1024,8647,8975,0
1025,8647,8600,0
1026,8784,8600,0
1027,8784,8975,0
1028,8784,8647,0
1029,8600,8975,0
1030,60,538,0
1031,60,128,0
1032,285,128,0
1033,285,538,0
1034,285,60,0
1035,128,538,0
1036,9303,8723,0
1037,9303,8513,0
1038,8895,8513,0
1039,8895,8723,0
1040,8895,9303,0
1041,8513,8723,0
1042,7484,7268,0
1043,7484,7282,0
1044,7484,7030,0
1045,7110,7218,0
1046,7381,7218,0
1047,7381,6889,0
1048,7381,7110,0
1049,7218,6889,0
1050,6710,6722,0
1051,6710,7090,0
1052,6833,7090,0
1053,6833,6722,0
1054,6833,6710,0
1055,7090,6722,0
1056,4851,5197,0
1057,4851,5079,0
1058,4975,5079,0
1059,4975,5197,0
1060,4975,4851,0
1061,5079,5197,0
1062,10169,10464,0
1063,10169,9810,0
1064,10645,9810,0
1065,10645,10464,0
1066,10645,10169,0
1067,9810,10464,0
1068,7620,7871,0
1069,7620,7827,0
1070,7825,7827,0
1071,7825,7871,0
1072,7825,7620,0
1073,7827,7871,0
1074,9190,9254,0
1075,9190,9420,0
1076,9078,9420,0
1077,9078,9254,0
1078,9078,9190,0
1079,9420,9254,0
1080,8876,8149,0
1081,8876,8548,0
1082,8403,8548,0
1083,8403,8149,0
1084,8403,8876,0
1085,8548,8149,0
1086,7169,6986,0
1087,7169,7545,0
1088,7492,7545,0
1089,7492,6986,0
1090,7492,7169,0
1091,7545,6986,0
1092,5808,5947,0
1093,5976,5947,0
1094,5947,6052,0
1095,7559,7012,0
1096,7559,7898,0
1097,7072,7898,0
1098,7072,7012,0
1099,7072,7559,0
1100,7898,7012,0
1101,5447,5151,0
1102,5447,5558,0
1103,5678,5558,0
1104,5678,5151,0
1105,5678,5447,0
1106,5558,5151,0
1107,5872,5726,0
1108,5872,5931,0
1109,6218,5931,0
1110,6218,5726,0
1111,6218,5872,0
1112,5931,5726,0
1113,35,195,0
1114,35,11701,0
1115,56,11701,0
1116,56,195,0
1117,56,35,0
1118,11701,195,0
1119,950,846,0
1120,950,902,0
1121,838,902,0
1122,838,846,0
1123,838,950,0
1124,902,846,0
1125,278,571,0
1126,278,305,0
1127,427,305,0
1128,427,571,0
1129,427,278,0
1130,305,571,0
1131,3996,3743,0
1132,3996,3929,0
1133,3757,3929,0
1134,3757,3743,0
1135,3757,3996,0
1136,3929,3743,0
1137,9152,9235,0
1138,9152,9174,0
1139,9184,9174,0
1140,9184,9235,0
1141,9184,9152,0
1142,9174,9235,0
1143,7957,7568,0
1144,7957,7569,0
1145,7763,7569,0
1146,7763,7568,0
1147,7763,7957,0
1148,7569,7568,0
1149,4000,4155,0
1150,4000,4134,0
1151,4200,4134,0
1152,4200,4155,0
1153,4200,4000,0
1154,4134,4155,0
1155,3694,3614,0
1156,3694,3852,0
1157,3748,3852,0
1158,3748,3614,0
1159,3748,3694,0
1160,3852,3614,0
1161,2294,2268,0
1162,2294,2238,0
1163,2188,2238,0
1164,2188,2268,0
1165,2188,2294,0
1166,2238,2268,0
1167,5043,4981,0
1168,5043,5140,0
1169,5091,5140,0
1170,5091,4981,0
1171,5091,5043,0
1172,5140,4981,0
1173,4930,5354,0
1174,4930,4932,0
1175,4807,5354,0
1176,4807,4930,0
1177,4932,5354,0
1178,8383,8589,0
1179,8383,8771,0
1180,8693,8771,0
1181,8693,8589,0
1182,8693,8383,0
1183,8771,8589,0
1184,4011,3882,0
1185,4011,3065,0
1186,3532,3065,0
1187,3532,3882,0
1188,3532,4011,0
1189,3065,3882,0
1190,8673,8544,0
1191,8673,8733,0
1192,8737,8733,0
1193,8737,8544,0
1194,8737,8673,0
1195,8733,8544,0
1196,10444,10184,0
1197,10444,10296,0
1198,10352,10296,0
1199,10352,10184,0
1200,10352,10444,0
1201,10296,10184,0
1202,3763,3780,0
1203,3763,3814,0
1204,3983,3814,0
1205,3983,3780,0
1206,3983,3763,0
1207,3814,3780,0
1208,968,391,0
1209,968,559,0
1210,583,559,0
1211,583,391,0
1212,583,968,0
1213,559,391,0
1214,2956,3232,0
1215,2956,3170,0
1216,3446,3170,0
1217,3446,3232,0
1218,3446,2956,0
1219,3170,3232,0
1220,8507,7427,0
1221,8507,7497,0
1222,8849,8507,0
1223,8836,8792,0
1224,8836,8932,0
1225,8803,8932,0
1226,8803,8792,0
1227,8803,8836,0
1228,8932,8792,0
1229,423,592,0
1230,423,643,0
1231,620,643,0
1232,620,592,0
1233,620,423,0
1234,643,592,0
1235,8005,8430,0
1236,8005,8178,0
1237,8433,8178,0
1238,8433,8430,0
1239,8433,8005,0
1240,8178,8430,0
1241,1262,1195,0
1242,1262,1280,0
1243,1094,1280,0
1244,1094,1195,0
1245,1094,1262,0
1246,1280,1195,0
1247,5138,5499,0
1248,5138,5450,0
1249,5271,5450,0
1250,5271,5499,0
1251,5271,5138,0
1252,5450,5499,0
1253,3230,3749,0
1254,3230,3552,0
1255,3363,3552,0
1256,3363,3749,0
1257,3363,3230,0
1258,3552,3749,0
1259,3180,3289,0
1260,3180,3593,0
1261,3489,3593,0
1262,3489,3289,0
1263,3489,3180,0
1264,3593,3289,0
1265,6973,6603,0
1266,6973,6710,0
1267,6620,6710,0
1268,6620,6603,0
1269,6620,6973,0
1270,6710,6603,0
1271,6807,6923,0
1272,6807,7344,0
1273,7149,7344,0
1274,7149,6923,0
1275,7149,6807,0
1276,7344,6923,0
1277,8862,8756,0
1278,8862,8884,0
1279,8890,8884,0
1280,8890,8756,0
1281,8890,8862,0
1282,8884,8756,0
1283,10930,10883,0
1284,10930,11042,0
1285,10743,11042,0
1286,10743,10883,0
1287,10743,10930,0
1288,11042,10883,0
1289,545,877,0
1290,545,626,0
1291,459,626,0
1292,459,877,0
1293,459,545,0
1294,626,877,0
1295,5888,5673,0
1296,5888,5950,0
1297,5738,5950,0
1298,5738,5673,0
1299,5738,5888,0
1300,5950,5673,0
1301,7700,7216,0
1302,7700,7358,0
1303,7252,7358,0
1304,7252,7216,0
1305,7252,7700,0
1306,7358,7216,0
1307,6602,6152,0
1308,6602,6180,0
1309,6430,6180,0
1310,6430,6152,0
1311,6430,6602,0
1312,6180,6152,0
1313,5465,5589,0
1314,5465,5525,0
1315,5518,5525,0
1316,5518,5589,0
1317,5518,5465,0
1318,5525,5589,0
1319,7618,7535,0
1320,7618,7742,0
1321,7699,7742,0
1322,7699,7535,0
1323,7699,7618,0
1324,7742,7535,0
1325,8120,8781,0
1326,8120,8594,0
1327,11930,8594,0
1328,11930,8781,0
1329,11930,8120,0
1330,8594,8781,0
1331,580,452,0
1332,580,729,0
1333,280,729,0
1334,280,452,0
1335,280,580,0
1336,729,452,0
1337,8005,8002,0
1338,8005,7917,0
1339,7997,7917,0
1340,7997,8002,0
1341,7997,8005,0
1342,7917,8002,0
1343,10337,10258,0
1344,10337,10341,0
1345,10319,10341,0
1346,10319,10258,0
1347,10319,10337,0
1348,10341,10258,0
1349,7995,8031,0
1350,7995,7891,0
1351,8116,7891,0
1352,8116,8031,0
1353,8116,7995,0
1354,7891,8031,0
1355,4595,4027,0
1356,4595,4041,1
1357,4580,4041,0
1358,4580,4027,0
1359,4580,4595,0
1360,4041,4027,0
1361,5992,6108,0
1362,5992,5968,0
1363,5842,5968,0
1364,5842,6108,0
1365,5842,5992,0
1366,5968,6108,0
1367,2157,2367,0
1368,2157,2216,0
1369,2325,2216,0
1370,2325,2367,0
1371,2325,2157,0
1372,2216,2367,0
1373,8362,8425,0
1374,8362,8272,0
1375,8375,8272,0
1376,8375,8425,0
1377,8375,8362,0
1378,8272,8425,0
1379,3978,3864,0
