ID Node1 Node2 Node3 Marker
130 4024 3918 3958 0
131 4024 3864 3918 0
132 7421 8164 6748 0
133 7421 7578 8164 0
134 6748 7578 7421 0
135 6748 8164 7578 0
136 1905 1921 1898 0
137 1905 2084 1921 0
138 1898 2084 1905 0
139 1898 1921 2084 0
140 998 1152 830 0
141 998 951 1152 0
142 830 951 998 0
143 830 1152 951 0
144 7685 8033 8267 0
145 7685 8170 8033 0
146 8267 8170 7685 0
147 8267 8033 8170 0
148 5049 4924 4827 0
149 5049 4987 4924 0
150 4827 4987 5049 0
151 4827 4924 4987 0
152 7922 8225 8979 0
153 7922 8278 8225 0
154 8979 8278 7922 0
155 8979 8225 8278 0
156 10736 10580 10711 0
157 10736 10552 10580 0
158 10711 10552 10736 0
159 10711 10580 10552 0
160 7258 7543 8429 0
161 7258 7643 7543 0
162 8429 7643 7258 0
163 8429 7543 7643 0
164 3466 3316 3521 0
165 3466 3269 3316 0
166 3521 3269 3466 0
167 3521 3316 3269 0
168 3050 3384 3117 0
169 3050 3420 3384 0
170 3117 3420 3050 0
171 3117 3384 3420 0
172 10134 10206 10267 0
173 10134 10025 10206 0
174 10267 10025 10134 0
175 10267 10206 10025 0
176 9553 9395 9278 0
177 9553 9418 9395 0
178 9278 9418 9553 0
179 9278 9395 9418 0
180 10151 10437 10211 0
181 10151 10636 10437 0
182 10211 10636 10151 0
183 10211 10437 10636 0
184 5055 5024 5421 0
185 5055 5298 5024 0
186 5421 5298 5055 0
187 5421 5024 5298 0
188 4222 4526 3993 0
189 4222 3980 4526 0
190 3993 3980 4222 0
191 3993 4526 3980 0
192 7866 7661 7802 0
193 7866 8148 7661 0
194 7802 8148 7866 0
195 7802 7661 8148 0
196 6977 7194 7078 0
197 6977 6943 7194 0
198 7078 6943 6977 0
199 7078 7194 6943 0
200 5246 4932 4563 0
201 5246 4807 4932 0
202 4563 4807 5246 0
203 4563 4932 4807 0
204 1843 1952 2017 0
205 1843 1927 1952 0
206 2017 1927 1843 0
207 2017 1952 1927 0
208 8057 7780 7959 1
209 8057 8065 7780 0
210 7959 8065 8057 0
211 7959 7780 8065 0
212 2990 3139 3006 0
213 2990 3178 3139 0
214 3006 3178 2990 0
215 3006 3139 3178 0
216 3379 3067 3317 0
217 3379 3242 3067 0
218 3317 3242 3379 0
219 3317 3067 3242 0
220 9362 9411 9394 0
221 9362 9070 9411 0
222 9394 9070 9362 0
223 9394 9411 9070 0
224 5074 5278 5034 0
225 5074 5356 5278 0
226 5034 5356 5074 0
227 5034 5278 5356 0
228 6551 6503 6225 0
229 6551 6617 6503 0
230 6225 6617 6551 0
231 6225 6503 6617 0
232 8641 8390 8469 0
233 8641 8582 8390 0
234 8469 8582 8641 0
235 8469 8390 8582 0
236 8705 8719 8597 0
237 8705 8435 8719 0
238 8597 8435 8705 0
239 8597 8719 8435 0
240 3291 3303 3095 0
241 3291 3397 3303 0
242 3095 3397 3291 0
243 3095 3303 3397 0
244 2815 2750 2714 0
245 2815 2977 2750 0
246 2714 2977 2815 0
247 2714 2750 2977 0
248 558 255 561 0
249 558 594 255 0
250 561 594 558 0
251 561 255 594 0
252 2424 2422 3195 0
253 2424 3153 2422 0
254 3195 3153 2424 0
255 3195 2422 3153 0
256 10468 10330 10165 0
257 10468 10188 10330 0
258 10165 10188 10468 0
259 10165 10330 10188 0
260 4162 4330 4166 0
261 4162 4115 4330 0
262 4166 4115 4162 0
263 4166 4330 4115 0
264 9382 9234 9835 0
265 9382 9689 9234 0
266 9835 9689 9382 0
267 9835 9234 9689 0
268 6776 7124 6889 0
269 6776 7110 7124 0
270 6889 7110 6776 0
271 6889 7124 7110 0
272 597 537 779 0
273 597 657 537 0
274 779 657 597 0
275 779 537 657 0
276 7691 7918 7862 0
277 7691 7901 7918 0
278 7862 7901 7691 0
279 7862 7918 7901 0
280 8153 8328 8470 0
281 8153 8059 8328 0
282 8470 8059 8153 0
283 8470 8328 8059 0
284 8483 8627 8453 0
285 8483 8444 8627 0
286 8453 8444 8483 0
287 8453 8627 8444 0
288 3242 3157 3209 0
289 3242 3295 3157 0
290 3209 3295 3242 0
291 3209 3157 3295 0
292 11597 11797 11889 0
293 11597 176 11797 0
294 11889 176 11597 0
295 11889 11797 176 0
296 6823 6704 6919 0
297 6823 6960 6704 0
298 6919 6960 6823 0
299 6919 6704 6960 0
300 5037 4850 5059 0
301 5037 4980 4850 0
302 5059 4980 5037 0
303 5059 4850 4980 0
304 11092 11046 11480 0
305 11092 11511 11046 0
306 11480 11511 11092 0
307 11480 11046 11511 0
308 3708 3803 3800 0
309 3708 3889 3803 0
310 3800 3889 3708 0
311 3800 3803 3889 0
312 1542 1767 2041 0
313 1542 1990 1767 0
314 2041 1990 1542 0
315 2041 1767 1990 0
316 2334 2207 2337 0
317 2334 1985 2207 0
318 2337 1985 2334 0
319 2337 2207 1985 0
320 10332 10241 10065 0
321 10332 10055 10241 0
322 10065 10055 10332 0
323 10065 10241 10055 0
324 9921 9900 9831 0
325 9921 9978 9900 0
326 9831 9978 9921 0
327 9831 9900 9978 0
328 2589 2581 2367 0
329 2589 2461 2581 0
330 2367 2461 2589 0
331 2367 2581 2461 0
332 10163 10120 10264 0
333 10163 10104 10120 0
334 10264 10104 10163 0
335 10264 10120 10104 0
336 707 789 702 0
337 707 704 789 0
338 702 704 707 0
339 702 789 704 0
340 7341 7603 7403 0
341 7341 7590 7603 0
342 7403 7590 7341 0
343 7403 7603 7590 0
344 6468 6363 6464 0
345 6468 6205 6363 0
346 6464 6205 6468 0
347 6464 6363 6205 0
348 8814 8759 8686 0
349 8814 8670 8759 0
350 8686 8670 8814 0
351 8686 8759 8670 0
352 4865 5012 4838 0
353 4865 4842 5012 0
354 4838 4842 4865 0
355 4838 5012 4842 0
356 5587 5559 5454 0
357 5587 5433 5559 0
358 5454 5433 5587 0
359 5454 5559 5433 0
360 11572 11418 11605 0
361 11572 11531 11418 0
362 11605 11531 11572 0
363 11605 11418 11531 0
364 10166 10258 10257 0
365 10166 10291 10258 0
366 10257 10291 10166 0
367 10257 10258 10291 0
368 8822 8904 9244 0
369 8822 8998 8904 0
370 9244 8998 8822 0
371 9244 8904 8998 0
372 11024 10857 10854 0
373 11024 10831 10857 0
374 10854 10831 11024 0
375 10854 10857 10831 0
376 8380 8549 8432 0
377 8380 8319 8549 0
378 8432 8319 8380 0
379 8432 8549 8319 0
380 5019 5080 5302 0
381 5019 5061 5080 0
382 5302 5061 5019 0
383 5302 5080 5061 0
384 5543 5472 5947 0
385 5543 5628 5472 0
386 5947 5628 5543 0
387 5947 5472 5628 0
388 5867 5808 6052 0
389 5867 5976 5808 0
390 6052 5976 5867 0
391 6052 5808 5976 0
392 567 700 435 0
393 435 424 567 0
394 435 700 424 0
395 8032 7995 7903 0
396 8032 8066 7995 0
397 7903 8066 8032 0
398 7903 7995 8066 0
399 7921 8098 8133 0
400 7921 7943 8098 0
401 8133 7943 7921 0
402 8133 8098 7943 0
403 7854 8098 7943 0
404 7854 7953 8098 0
405 7943 7953 7854 0
406 7943 8098 7953 0
407 11365 11371 11123 0
408 11365 11390 11371 0
409 11123 11390 11365 0
410 11123 11371 11390 0
411 5680 5665 5664 0
412 5680 5023 5665 0
413 5664 5665 5023 0
414 3124 3578 3647 0
415 3124 3549 3578 0
416 3647 3549 3124 0
417 3647 3578 3549 0
418 10067 10431 10703 0
419 10067 10357 10431 0
420 10703 10357 10067 1
421 10703 10431 10357 0
422 2693 2065 2378 0
423 2693 2550 2065 0
424 2378 2550 2693 0
425 2378 2065 2550 0
426 1609 2306 2309 0
427 1609 2476 2306 0
428 2309 2476 1609 0
429 2309 2306 2476 0
430 1484 1573 1709 0
431 1484 1533 1573 0
432 1709 1533 1484 0
433 1709 1573 1533 0
434 2842 3149 3129 0
435 2842 3155 3149 0
436 3129 3155 2842 0
437 3129 3149 3155 0
438 6439 6521 6129 0
439 6439 6294 6521 0
440 6129 6294 6439 0
441 6129 6521 6294 0
442 9975 9959 9738 0
443 9975 9879 9959 0
444 9738 9879 9975 0
445 9738 9959 9879 0
446 10067 10236 10240 0
447 10067 10318 10236 0
448 10240 10318 10067 0
449 10240 10236 10318 0
450 7811 7719 7971 0
451 7811 7960 7719 0
452 7971 7960 7811 0
453 7971 7719 7960 0
454 7134 6935 7268 0
455 7134 6974 6935 0
456 7268 6974 7134 0
457 7268 6935 6974 0
458 11057 11089 10513 0
459 11057 10871 11089 0
460 10513 10871 11057 0
461 10513 11089 10871 0
462 6601 6492 6135 0
463 6601 5886 6492 0
464 6135 5886 6601 0
465 6135 6492 5886 0
466 11403 10994 11460 0
467 11403 11108 10994 0
468 11460 11108 11403 0
469 11460 10994 11108 0
470 7891 7739 7884 0
471 7891 7683 7739 0
472 7884 7683 7891 0
473 7884 7739 7683 0
474 3795 3835 3767 0
475 3795 3657 3835 0
476 3767 3657 3795 0
477 3767 3835 3657 0
478 3092 3270 3058 0
479 3092 3460 3270 0
480 3058 3460 3092 0
481 3058 3270 3460 0
482 4907 4691 4795 0
483 4907 4780 4691 0
484 4795 4780 4907 0
485 4795 4691 4780 0
486 3098 3356 3049 0
487 3098 3301 3356 0
488 3049 3301 3098 0
489 3049 3356 3301 0
490 8534 8430 8613 0
491 8534 8532 8430 0
492 8613 8532 8534 0
493 8613 8430 8532 0
494 3277 3039 3122 0
495 3277 3311 3039 0
496 3122 3311 3277 0
497 3122 3039 3311 0
498 6906 8120 7589 0
499 6906 8004 8120 0
500 7589 8004 6906 0
501 7589 8120 8004 0
502 8310 8442 8519 0
503 8310 8399 8442 0
504 8519 8399 8310 0
505 8519 8442 8399 0
506 1494 1724 1702 0
507 1494 1834 1724 0
508 1702 1834 1494 0
509 1702 1724 1834 0
510 5843 5771 6102 0
511 5843 5851 5771 0
512 6102 5851 5843 0
513 6102 5771 5851 0
514 8953 8931 9037 0
515 8953 8898 8931 0
516 9037 8898 8953 0
517 9037 8931 8898 0
518 5790 5897 5923 0
519 5790 5692 5897 0
520 5923 5692 5790 0
521 5923 5897 5692 0
522 240 220 186 0
523 240 266 220 0
524 186 266 240 0
525 186 220 266 0
526 6968 6796 6899 0
527 6968 6554 6796 0
528 6899 6554 6968 0
529 6899 6796 6554 0
530 8396 7853 8180 0
531 8396 8095 7853 0
532 8180 8095 8396 0
533 8180 7853 8095 0
534 8475 8189 8064 0
535 8475 8246 8189 0
536 8064 8246 8475 0
537 8064 8189 8246 0
538 6405 6685 6693 0
539 6405 6667 6685 0
540 6693 6667 6405 0
541 6693 6685 6667 0
542 11503 11426 11199 0
543 11503 11459 11426 0
544 11199 11459 11503 0
545 11199 11426 11459 0
546 7618 7724 7404 0
547 7618 7507 7724 0
548 7404 7507 7618 0
549 7404 7724 7507 0
550 117 333 11776 0
551 117 11657 333 0
552 11776 11657 117 0
553 11776 333 11657 0
554 10978 11215 11066 0
555 10978 11272 11215 0
556 11066 11272 10978 0
557 11066 11215 11272 0
558 7427 8849 7497 0
559 7427 8555 8849 0
560 7497 8555 7427 0
561 7497 8849 8555 0
562 5372 5168 5171 0
563 5372 5441 5168 0
564 5171 5441 5372 0
565 5171 5168 5441 0
566 5824 5654 5837 0
567 5824 5982 5654 0
568 5837 5982 5824 0
569 5837 5654 5982 0
570 166 289 392 0
571 166 322 289 0
572 392 322 166 0
573 392 289 322 0
574 11436 11602 11274 0
575 11436 11593 11602 0
576 11274 11593 11436 0
577 11274 11602 11593 0
578 7894 8132 8006 0
579 7894 7984 8132 0
580 8006 7984 7894 0
581 8006 8132 7984 0
582 11409 11347 11685 0
583 11409 11378 11347 0
584 11685 11378 11409 0
585 11685 11347 11378 0
586 7351 6657 6859 0
587 7351 6879 6657 0
588 6859 6879 7351 0
589 6859 6657 6879 0
590 9103 9061 8999 0
591 9103 8841 9061 0
592 8999 8841 9103 0
593 8999 9061 8841 0
594 1949 1777 1960 0
595 1949 2068 1777 0
596 1960 2068 1949 0
597 1960 1777 2068 0
598 2784 3086 2925 0
599 2784 3017 3086 0
600 2925 3017 2784 0
601 2925 3086 3017 0
602 8341 8459 8210 0
603 8341 8440 8459 0
604 8210 8440 8341 0
605 8210 8459 8440 0
606 9526 8768 8607 0
607 9526 8900 8768 0
608 8607 8900 9526 0
609 8607 8768 8900 0
610 7833 8158 8028 0
611 7833 7558 8158 0
612 8028 7558 7833 0
613 8028 8158 7558 0
614 8739 8717 8692 0
615 8739 8580 8717 0
616 8692 8580 8739 0
617 8692 8717 8580 0
618 8257 8163 7559 0
619 8257 7540 8163 0
620 7559 7540 8257 0
621 7559 8163 7540 0
622 8626 8789 9096 0
623 8626 8804 8789 0
624 9096 8804 8626 0
625 9096 8789 8804 0
626 522 430 445 0
627 522 326 430 0
628 445 326 522 0
629 445 430 326 0
630 5225 5334 5337 0
631 5225 5572 5334 0
632 5337 5572 5225 0
633 5337 5334 5572 0
634 3717 3813 3430 0
635 3717 3537 3813 0
636 3430 3537 3717 0
637 3430 3813 3537 0
638 6275 5861 5941 0
639 6275 5927 5861 0
640 5941 5927 6275 0
641 5941 5861 5927 0
642 6601 6561 6492 0
643 5886 6561 6601 0
644 5886 6492 6561 0
645 7452 7740 7441 0
646 7452 7298 7740 0
647 7441 7298 7452 0
648 7441 7740 7298 0
649 8315 8114 7984 0
650 8315 8190 8114 0
651 7984 8190 8315 0
652 7984 8114 8190 0
653 8202 7761 7765 0
654 8202 7952 7761 0
655 7765 7952 8202 0
656 7765 7761 7952 0
657 10480 10454 10582 0
658 10480 10417 10454 0
659 10582 10417 10480 0
660 10582 10454 10417 0
661 5074 5263 4858 0
662 5074 4672 5263 0
663 4858 4672 5074 0
664 4858 5263 4672 0
665 7603 7590 7637 0
666 7603 7769 7590 0
667 7637 7769 7603 0
668 7637 7590 7769 0
669 8570 8057 8354 0
670 8570 8193 8057 0
671 8354 8193 8570 0
672 8354 8057 8193 0
673 8742 8527 8186 0
674 8742 8080 8527 0
675 8186 8080 8742 0
676 8186 8527 8080 0
677 7933 7787 8157 0
678 7933 7885 7787 0
679 8157 7885 7933 0
680 8157 7787 7885 0
681 8619 8689 8597 0
682 8619 8705 8689 0
683 8597 8705 8619 0
684 8597 8689 8705 0
685 7030 6974 7282 0
686 7030 7268 6974 0
687 7282 7268 7030 0
688 7282 6974 7268 0
689 8647 8975 8784 0
690 8647 8600 8975 0
691 8784 8600 8647 0
692 8784 8975 8600 0
693 60 538 285 0
694 60 128 538 0
695 285 128 60 0
696 285 538 128 0
697 9303 8723 8895 0
698 9303 8513 8723 0
699 8895 8513 9303 0
700 8895 8723 8513 0
701 7030 7282 7484 0
702 7484 7268 7030 0
703 7484 7282 7268 0
704 7110 6889 7381 0
705 7110 7218 6889 0
706 7381 7218 7110 0
707 7381 6889 7218 0
708 6710 6722 6833 0
709 6710 7090 6722 0
710 6833 7090 6710 0
711 6833 6722 7090 0
712 4851 5197 4975 0
713 4851 5079 5197 0
714 4975 5079 4851 0
715 4975 5197 5079 0
716 10169 10464 10645 0
717 10169 9810 10464 0
718 10645 9810 10169 0
719 10645 10464 9810 0
720 7620 7871 7825 0
721 7620 7827 7871 0
722 7825 7827 7620 0
723 7825 7871 7827 0
724 9190 9254 9078 0
725 9190 9420 9254 0
726 9078 9420 9190 0
727 9078 9254 9420 0
728 8876 8149 8403 0
729 8876 8548 8149 0
730 8403 8548 8876 0
731 8403 8149 8548 0
732 7169 6986 7492 0
733 7169 7545 6986 0
734 7492 7545 7169 0
735 7492 6986 7545 0
736 5808 5947 6052 0
737 5976 5947 5808 0
738 5976 6052 5947 0
739 7559 7012 7072 0
740 7559 7898 7012 0
741 7072 7898 7559 0
742 7072 7012 7898 0
743 5447 5151 5678 0
744 5447 5558 5151 0
745 5678 5558 5447 0
746 5678 5151 5558 0
747 5872 5726 6218 0
748 5872 5931 5726 0
749 6218 5931 5872 0
750 6218 5726 5931 0
751 35 195 56 0
752 35 11701 195 0
753 56 11701 35 0
754 56 195 11701 0
755 950 846 838 0
756 950 902 846 0
757 838 902 950 0
758 838 846 902 0
759 278 571 427 0
760 278 305 571 0
761 427 305 278 0
762 427 571 305 0
763 3996 3743 3757 0
764 3996 3929 3743 0
765 3757 3929 3996 0
766 3757 3743 3929 0
767 9152 9235 9184 0
768 9152 9174 9235 0
769 9184 9174 9152 0
770 9184 9235 9174 0
771 7957 7568 7763 0
772 7957 7569 7568 0
773 7763 7569 7957 0
774 7763 7568 7569 0
775 4000 4155 4200 0
776 4000 4134 4155 0
777 4200 4134 4000 0
778 4200 4155 4134 0
779 3694 3614 3748 0
780 3694 3852 3614 0
781 3748 3852 3694 0
782 3748 3614 3852 0
783 2294 2268 2188 0
784 2294 2238 2268 0
785 2188 2238 2294 0
786 2188 2268 2238 0
787 5043 4981 5091 0
788 5043 5140 4981 0
789 5091 5140 5043 0
790 5091 4981 5140 0
791 4930 5354 4807 0
792 4930 4932 5354 0
793 4807 4932 4930 0
794 4807 5354 4932 0
795 8383 8589 8693 0
796 8383 8771 8589 0
797 8693 8771 8383 0
798 8693 8589 8771 0
799 4011 3882 3532 0
800 4011 3065 3882 0
801 3532 3065 4011 0
802 3532 3882 3065 0
803 8673 8544 8737 0
804 8673 8733 8544 0
805 8737 8733 8673 0
806 8737 8544 8733 0
807 10444 10184 10352 0
808 10444 10296 10184 0
809 10352 10296 10444 0
810 10352 10184 10296 0
811 3763 3780 3983 0
812 3763 3814 3780 0
813 3983 3814 3763 0
814 3983 3780 3814 0
815 968 391 583 0
816 968 559 391 0
817 583 559 968 0
818 583 391 559 0
819 2956 3232 3446 0
820 2956 3170 3232 0
821 3446 3170 2956 0
822 3446 3232 3170 0
823 8507 7427 8849 0
824 8507 7497 7427 0
825 8849 7497 8507 0
826 8836 8792 8803 0
827 8836 8932 8792 0
828 8803 8932 8836 0
829 8803 8792 8932 0
830 423 592 620 0
831 423 643 592 0
832 620 643 423 0
833 620 592 643 0
834 8005 8430 8433 0
835 8005 8178 8430 0
836 8433 8178 8005 0
837 8433 8430 8178 0
838 1262 1195 1094 0
839 1262 1280 1195 0
840 1094 1280 1262 0
841 1094 1195 1280 0
842 5138 5499 5271 0
843 5138 5450 5499 0
844 5271 5450 5138 0
845 5271 5499 5450 0
846 3230 3749 3363 0
847 3230 3552 3749 0
848 3363 3552 3230 0
849 3363 3749 3552 0
850 3180 3289 3489 0
851 3180 3593 3289 0
852 3489 3593 3180 0
853 3489 3289 3593 0
854 6973 6603 6620 0
855 6973 6710 6603 0
856 6620 6710 6973 0
857 6620 6603 6710 0
858 6807 6923 7149 0
859 6807 7344 6923 0
860 7149 7344 6807 0
861 7149 6923 7344 0
862 8862 8756 8890 0
863 8862 8884 8756 0
864 8890 8884 8862 0
865 8890 8756 8884 0
866 10930 10883 10743 0
867 10930 11042 10883 0
868 10743 11042 10930 0
869 10743 10883 11042 0
870 545 877 459 0
871 545 626 877 0
872 459 626 545 0
873 459 877 626 0
874 5888 5673 5738 0
875 5888 5950 5673 0
876 5738 5950 5888 0
877 5738 5673 5950 0
878 7700 7216 7252 0
879 7700 7358 7216 0
880 7252 7358 7700 0
881 7252 7216 7358 0
882 6602 6152 6430 0
883 6602 6180 6152 0
884 6430 6180 6602 0
885 6430 6152 6180 0
886 5465 5589 5518 0
887 5465 5525 5589 0
888 5518 5525 5465 0
889 5518 5589 5525 0
890 7618 7535 7699 0
891 7618 7742 7535 0
892 7699 7742 7618 0
893 7699 7535 7742 0
894 8120 8781 11930 0
895 8120 8594 8781 0
896 11930 8594 8120 0
897 11930 8781 8594 0
898 580 452 280 0
899 580 729 452 0
900 280 729 580 0
901 280 452 729 0
902 8005 8002 7997 0
903 8005 7917 8002 0
904 7997 7917 8005 0
905 7997 8002 7917 0
906 10337 10258 10319 0
907 10337 10341 10258 0
908 10319 10341 10337 0
909 10319 10258 10341 0
910 7995 8031 8116 0
911 7995 7891 8031 0
912 8116 7891 7995 0
913 8116 8031 7891 0
914 4595 4027 4580 0
915 4595 4041 4027 0
916 4580 4041 4595 0
917 4580 4027 4041 0
918 5992 6108 5842 0
919 5992 5968 6108 0
920 5842 5968 5992 0
921 5842 6108 5968 0
922 2157 2367 2325 0
923 2157 2216 2367 0
924 2325 2216 2157 0
925 2325 2367 2216 0
926 8362 8425 8375 0
927 8362 8272 8425 0
928 8375 8272 8362 0
929 8375 8425 8272 0
930 3978 3864 3634 0
931 3978 4020 3864 0
932 3634 4020 3978 0
933 3634 3864 4020 0
934 3702 3695 4051 0
935 3702 3801 3695 0
936 4051 3801 3702 0
937 4051 3695 3801 0
938 9038 8967 8869 0
939 9038 9083 8967 0
940 8869 9083 9038 0
941 8869 8967 9083 0
942 8149 7963 8191 0
943 8149 8403 7963 0
944 8191 8403 8149 0
945 8191 7963 8403 0
946 7565 7651 7437 0
947 7565 7338 7651 0
948 7437 7338 7565 0
949 7437 7651 7338 0
950 6286 6489 6682 0
951 6286 6684 6489 0
952 6682 6684 6286 0
953 6682 6489 6684 0
954 9359 9418 9322 0
955 9359 9323 9418 0
956 9322 9323 9359 0
957 9322 9418 9323 0
958 4701 5212 5183 0
959 4701 5151 5212 0
960 5183 5151 4701 0
961 5183 5212 5151 0
962 5520 5838 5816 0
963 5520 5766 5838 0
964 5816 5766 5520 0
965 5816 5838 5766 0
966 6581 6625 6743 0
967 6581 7125 6625 0
968 6743 7125 6581 0
969 6743 6625 7125 0
970 4854 4685 4432 0
971 4854 4362 4685 0
972 4432 4362 4854 0
973 4432 4685 4362 0
974 6282 5867 6052 0
975 6282 6553 5867 0
976 6052 6553 6282 0
977 6052 5867 6553 0
978 9013 8977 9034 0
979 9013 8775 8977 0
980 9034 8775 9013 0
981 9034 8977 8775 0
982 8358 8423 8409 0
983 8358 8510 8423 0
984 8409 8510 8358 0
985 8409 8423 8510 0
986 8037 7789 8051 0
987 8037 8061 7789 0
988 8051 8061 8037 0
989 8051 7789 8061 0
990 4141 4180 4414 0
991 4141 4426 4180 0
992 4414 4426 4141 0
993 4414 4180 4426 0
994 4568 3964 4623 0
995 4568 4800 3964 0
996 4623 4800 4568 0
997 4623 3964 4800 0
998 7173 7378 7391 0
999 7173 6982 7378 0
1000 7391 6982 7173 0
1001 7391 7378 6982 0
1002 6826 6674 6828 0
1003 6826 7060 6674 0
1004 6828 7060 6826 0
1005 6828 6674 7060 0
1006 8952 8906 8685 0
1007 8952 9001 8906 0
1008 8685 9001 8952 0
1009 8685 8906 9001 0
1010 6223 6382 6127 0
1011 6223 6355 6382 0
1012 6127 6355 6223 0
1013 6127 6382 6355 0
1014 7972 7745 8071 0
1015 7972 8038 7745 0
1016 8071 8038 7972 0
1017 8071 7745 8038 0
1018 7478 7600 6850 0
1019 7478 7154 7600 0
1020 6850 7154 7478 0
1021 6850 7600 7154 0
1022 4468 4271 4231 0
1023 4468 4325 4271 0
1024 4231 4325 4468 0
1025 4231 4271 4325 0
1026 8247 8005 8169 0
1027 8247 8211 8005 0
1028 8169 8211 8247 0
1029 8169 8005 8211 0
1030 7930 8165 7804 0
1031 7930 7884 8165 0
1032 7804 7884 7930 0
1033 7804 8165 7884 0
1034 5146 5172 5047 0
1035 5146 5536 5172 0
1036 5047 5536 5146 0
1037 5047 5172 5536 0
1038 9093 9047 8904 0
1039 9093 8940 9047 0
1040 8904 8940 9093 0
1041 8904 9047 8940 0
1042 768 195 10 0
1043 768 56 195 0
1044 10 56 768 0
1045 10 195 56 0
1046 7839 7873 8103 0
1047 7839 7955 7873 0
1048 8103 7955 7839 0
1049 8103 7873 7955 0
1050 6762 7164 6905 0
1051 6762 6937 7164 0
1052 6905 6937 6762 0
1053 6905 7164 6937 0
1054 7656 7296 7279 0
1055 7656 7404 7296 0
1056 7279 7404 7656 0
1057 7279 7296 7404 0
1058 5247 5510 5398 0
1059 5247 5468 5510 0
1060 5398 5468 5247 0
1061 5398 5510 5468 0
1062 5077 5185 5044 0
1063 5077 4649 5185 0
1064 5044 4649 5077 0
1065 5044 5185 4649 0
1066 66 11617 11354 0
1067 66 11003 11617 0
1068 11354 11003 66 0
1069 11354 11617 11003 0
1070 5719 6047 5651 0
1071 5719 6063 6047 0
1072 5651 6063 5719 0
1073 5651 6047 6063 0
1074 11918 4790 4410 0
1075 11918 4701 4790 0
1076 4410 4701 11918 0
1077 4410 4790 4701 0
1078 6239 5924 5894 0
1079 6239 6212 5924 0
1080 5894 6212 6239 0
1081 5894 5924 6212 0
1082 4962 5109 5112 0
1083 4962 5153 5109 0
1084 5112 5153 4962 0
