ID Node1 Node2 Marker
326 291 323 0
327 480 446 0
328 463 486 0
329 463 480 0
330 486 446 0
331 386 378 0
332 386 365 0
333 351 365 0
334 351 378 0
335 351 386 0
336 365 378 0
337 538 539 0
338 538 552 0
339 508 552 0
340 508 539 0
341 508 538 0
342 552 539 0
343 477 480 0
344 477 446 0
345 484 446 0
346 484 480 0
347 484 477 0
348 507 465 0
349 507 475 0
350 537 475 0
351 537 465 0
352 537 507 0
353 475 465 0
354 323 354 0
355 323 331 0
356 325 331 1
357 325 354 0
358 325 323 0
359 331 354 0
360 177 441 0
361 177 252 0
362 343 252 0
363 343 441 0
364 343 177 0
365 252 441 0
366 598 556 0
367 598 580 0
368 578 580 0
369 578 556 1
370 578 598 0
371 580 556 0
372 376 317 0
373 376 288 0
374 322 288 0
375 322 376 0
376 288 317 0
377 237 258 0
378 237 238 0
379 233 238 0
380 233 258 0
381 233 237 0
382 238 258 0
383 285 322 0
384 285 287 0
385 289 287 0
386 289 322 0
387 289 285 0
388 287 322 0
389 453 454 0
390 427 446 0
391 427 453 0
392 454 446 0
393 545 546 0
394 545 538 0
395 556 538 0
396 556 546 1
397 556 545 0
398 538 546 0
399 453 452 0
400 427 452 0
401 446 452 0
402 563 578 0
403 563 552 0
404 561 552 0
405 561 578 0
406 561 563 0
407 552 578 0
408 562 534 0
409 562 539 0
410 548 539 0
411 548 534 0
412 548 562 0
413 539 534 0
414 501 497 0
415 501 453 0
416 528 552 0
417 528 532 0
418 561 532 0
419 561 528 0
420 532 552 0
421 346 367 0
422 346 401 0
423 349 401 0
424 349 367 0
425 349 346 0
426 401 367 0
427 527 538 0
428 527 508 0
429 505 508 0
430 505 538 0
431 505 527 0
432 373 393 0
433 373 363 0
434 413 363 0
435 413 393 0
436 413 373 1
437 363 393 0
438 515 524 0
439 515 522 0
440 545 522 0
441 545 524 0
442 545 515 0
443 522 524 0
444 478 479 0
445 478 446 0
446 482 446 0
447 482 479 0
448 482 478 0
449 446 479 0
450 488 486 1
451 488 433 1
452 454 488 0
453 508 517 0
454 508 487 0
455 514 487 0
456 514 517 0
457 514 508 0
458 487 517 0
459 545 527 0
460 527 546 0
461 515 527 0
462 527 543 0
463 468 501 0
464 468 497 0
465 248 266 0
466 248 254 0
467 257 254 0
468 257 266 0
469 257 248 0
470 254 266 0
471 448 453 0
472 448 494 0
473 454 494 0
474 454 448 0
475 494 453 0
476 376 410 0
477 376 429 0
478 424 429 0
479 424 410 0
480 424 376 0
481 429 410 0
482 508 486 0
483 508 463 0
484 487 463 0
485 649 640 0
486 649 581 0
487 601 649 0
488 666 651 1
489 666 668 0
490 659 668 0
491 659 651 0
492 659 666 0
493 668 651 0
494 408 405 0
495 408 386 0
496 393 386 0
497 393 405 0
498 393 408 0
499 386 405 0
500 435 449 0
501 435 475 0
502 465 449 0
503 465 435 0
504 475 449 0
505 290 309 0
506 290 291 0
507 315 290 0
508 116 70 0
509 116 95 0
510 68 95 0
511 68 70 0
512 68 116 0
513 95 70 0
514 253 251 0
515 253 257 0
516 269 257 0
517 269 251 0
518 269 253 0
519 257 251 0
520 502 534 0
521 531 534 0
522 531 500 0
523 531 502 0
524 534 500 0
525 215 225 0
526 215 226 0
527 244 226 0
528 244 225 0
529 244 215 0
530 226 225 0
531 361 372 0
532 388 372 0
533 388 344 0
534 388 361 0
535 372 344 0
536 696 10 0
537 696 683 0
538 687 683 0
539 687 10 0
540 687 696 0
541 683 10 0
542 307 308 0
543 307 318 0
544 304 308 0
545 304 307 0
546 318 308 0
547 584 559 0
548 584 493 0
549 550 493 0
550 550 559 0
551 550 584 0
552 493 559 0
553 595 577 0
554 595 546 1
555 569 546 1
556 569 577 0
557 569 595 1
558 546 577 0
559 246 247 0
560 246 249 0
561 257 249 0
562 257 247 0
563 257 246 0
564 249 247 0
565 39 649 1
566 39 663 0
567 403 663 0
568 403 649 1
569 403 39 1
570 663 649 0
571 199 193 0
572 199 209 0
573 185 209 0
574 185 193 0
575 185 199 0
576 209 193 0
577 599 574 0
578 599 567 0
579 566 567 0
580 566 574 1
581 566 599 0
582 567 574 0
583 504 544 0
584 504 493 0
585 550 544 0
586 550 504 0
587 493 544 0
588 577 568 0
589 577 571 0
590 563 571 0
591 563 568 0
592 563 577 0
593 571 568 0
594 327 321 0
595 327 369 0
596 382 369 0
597 382 321 0
598 382 327 0
599 369 321 0
600 670 664 0
601 670 668 0
602 673 668 0
603 673 664 0
604 673 670 0
605 668 664 0
606 370 371 0
607 370 395 0
608 396 395 0
609 396 371 0
610 396 370 0
611 395 371 0
612 384 360 0
613 384 339 0
614 381 339 0
615 381 360 0
616 381 384 0
617 339 360 0
618 382 393 0
619 382 388 0
620 457 388 0
621 457 393 0
622 457 382 0
623 388 393 0
624 417 431 0
625 417 436 0
626 420 436 0
627 420 431 0
628 420 417 0
629 436 431 0
630 376 238 0
631 288 238 0
632 238 317 0
633 527 556 0
634 508 556 0
635 137 126 0
636 137 110 0
637 141 110 0
638 141 126 0
639 141 137 0
640 110 126 0
641 352 345 0
642 361 345 0
643 344 345 0
644 697 688 0
645 697 0 0
646 686 0 0
647 686 688 0
648 686 697 0
649 0 688 0
650 337 335 0
651 337 351 0
652 362 351 0
653 362 335 0
654 362 337 0
655 351 335 0
656 104 84 1
657 104 122 1
658 121 122 0
659 121 84 0
660 121 104 0
661 122 84 1
662 507 564 0
663 507 472 0
664 548 472 0
665 548 564 0
666 548 507 0
667 472 564 0
668 241 208 0
669 241 303 0
670 252 208 0
671 252 241 0
672 303 208 0
673 356 441 0
674 356 467 0
675 493 467 0
676 493 441 0
677 493 356 0
678 467 441 0
679 150 143 0
680 150 131 0
681 139 131 0
682 139 143 0
683 139 150 0
684 131 143 0
685 418 408 0
686 418 409 0
687 406 409 0
688 406 408 0
689 406 418 0
690 409 408 0
691 523 521 0
692 523 532 1
693 496 532 0
694 496 521 0
695 496 523 0
696 532 521 0
697 321 344 0
698 369 344 0
699 222 242 0
700 222 238 0
701 221 238 0
702 221 242 0
703 221 222 0
704 238 242 0
705 445 452 0
706 445 446 0
707 461 446 0
708 461 452 0
709 461 445 0
710 512 523 0
711 512 514 0
712 496 514 0
713 496 512 0
714 514 523 0
715 308 326 0
716 320 326 0
717 320 318 0
718 320 308 0
719 222 219 0
720 212 221 0
721 212 219 1
722 212 222 0
723 221 219 0
724 616 622 0
725 616 627 0
726 594 627 0
727 594 622 0
728 594 616 0
729 627 622 0
730 389 407 0
731 401 435 0
732 401 407 0
733 401 389 0
734 435 407 0
735 635 678 0
736 635 644 0
737 570 644 0
738 570 678 0
739 570 635 0
740 644 678 0
741 545 543 0
742 453 433 0
743 423 415 0
744 423 420 0
745 431 415 0
746 431 423 0
747 420 415 0
748 272 261 0
749 272 269 0
750 270 269 0
751 270 261 0
752 270 272 0
753 255 227 0
754 255 239 0
755 230 239 0
756 230 227 0
757 230 255 0
758 239 227 1
759 535 530 0
760 535 424 0
761 473 424 0
762 473 530 0
763 473 535 0
764 424 530 0
765 530 451 0
766 530 412 0
767 449 412 0
768 449 451 0
769 449 530 0
770 412 451 0
771 209 226 0
772 209 231 0
773 197 231 1
774 197 226 0
775 197 209 0
776 231 226 0
777 669 601 0
778 641 601 0
779 641 628 0
780 641 669 0
781 601 628 0
782 322 286 0
783 322 279 0
784 389 449 0
785 341 412 0
786 341 449 0
787 341 389 0
788 486 517 0
789 356 359 0
790 343 359 0
791 343 356 0
792 359 441 0
793 73 106 0
794 73 103 0
795 69 103 0
796 69 106 0
797 69 73 0
798 103 106 0
799 431 458 0
800 431 440 0
801 438 440 0
802 438 458 0
803 438 431 0
804 440 458 0
805 313 294 0
806 313 323 0
807 320 323 0
808 320 294 0
809 320 313 0
810 323 294 0
811 456 376 0
812 456 429 0
813 424 456 0
814 625 620 0
815 625 665 0
816 619 665 0
817 619 620 0
818 619 625 0
819 665 620 0
820 440 413 0
821 440 393 0
822 413 457 0
823 685 208 0
824 685 441 0
825 303 441 0
826 303 685 0
827 441 208 0
828 696 38 0
829 696 1 0
830 41 1 0
831 41 38 0
832 41 696 0
833 1 38 0
834 265 270 0
835 265 261 0
836 265 272 0
837 205 211 0
838 205 233 0
839 244 233 0
840 244 211 0
841 244 205 0
842 233 211 0
843 321 340 0
844 321 365 0
845 363 365 0
846 363 340 0
847 363 321 0
848 365 340 0
849 116 159 0
850 116 163 0
851 135 163 0
852 135 159 0
853 135 116 0
854 163 159 0
855 391 318 0
856 391 292 1
857 391 302 0
858 323 353 0
859 354 353 0
860 331 353 0
861 354 350 0
862 348 325 0
863 348 350 0
864 348 354 0
865 325 350 0
866 638 383 0
867 638 274 0
868 403 383 0
869 403 638 0
870 274 383 0
871 284 385 0
872 284 369 0
873 333 369 0
874 333 385 0
875 333 284 0
876 369 385 0
877 318 385 0
878 369 391 0
879 369 318 0
880 391 385 0
881 356 382 0
882 361 382 0
883 361 467 0
884 361 356 0
885 382 467 0
886 405 384 0
887 405 402 0
888 404 402 0
889 404 384 0
890 402 384 0
891 338 354 0
892 338 353 0
893 338 323 0
894 477 482 0
895 477 487 0
896 508 482 0
897 508 477 0
898 487 482 0
899 258 244 0
900 258 273 0
901 258 279 0
902 395 393 0
903 395 457 0
904 388 395 0
905 479 461 0
906 482 461 0
907 453 472 0
908 468 472 0
909 468 452 0
910 472 452 0
911 457 432 0
912 413 432 0
913 413 464 0
914 432 464 0
915 262 257 0
916 701 3 0
917 701 628 0
918 695 3 0
919 695 701 0
920 628 3 0
921 432 393 0
922 432 382 0
923 177 184 0
924 177 275 0
925 252 275 0
926 252 184 0
927 275 184 0
928 405 394 0
929 402 394 0
930 394 384 0
931 466 567 0
932 466 542 0
933 554 542 0
934 554 567 0
935 554 466 0
936 542 567 0
937 309 325 0
938 331 315 0
939 331 309 0
940 325 315 0
941 659 664 0
942 659 679 0
943 671 679 0
944 671 659 0
945 679 664 0
946 242 229 0
947 221 229 0
948 238 229 0
949 464 511 0
950 464 520 0
951 432 520 0
952 432 511 0
953 520 511 0
954 321 320 0
955 321 335 0
956 363 335 0
957 363 320 0
958 335 320 0
959 260 280 0
960 260 275 0
961 252 280 0
962 252 260 0
963 275 280 0
964 568 557 0
965 568 575 0
966 580 575 0
967 580 557 0
968 580 568 0
969 575 557 0
970 337 338 0
971 351 338 0
972 338 335 0
973 455 428 0
974 455 470 0
975 473 470 0
976 473 428 0
977 473 455 0
978 470 428 0
979 268 220 0
980 213 268 0
981 220 223 0
982 346 389 0
983 349 389 0
984 202 212 0
985 202 219 0
986 202 222 0
987 535 525 0
988 535 470 0
989 542 470 0
990 542 525 0
991 542 535 0
992 470 525 0
993 321 306 0
994 284 306 0
995 284 321 0
996 369 306 0
997 306 294 0
998 306 301 0
999 298 301 0
1000 298 294 0
1001 298 306 0
1002 301 294 0
1003 331 368 0
1004 331 390 1
1005 325 390 1
1006 325 368 0
1007 390 368 0
1008 327 294 0
1009 327 320 0
1010 318 294 0
1011 318 327 0
1012 337 354 0
1013 337 360 0
1014 338 360 0
1015 360 354 0
1016 272 280 0
1017 272 313 0
1018 316 313 0
1019 316 280 0
1020 316 272 0
1021 313 280 0
1022 148 151 0
1023 148 142 0
1024 213 142 0
1025 213 151 0
1026 213 148 0
1027 142 151 0
1028 11 19 0
1029 11 36 0
1030 16 36 0
1031 16 19 0
1032 16 11 0
1033 36 19 0
1034 428 426 0
1035 459 426 0
1036 459 435 0
1037 459 428 0
1038 426 435 0
1039 561 571 0
1040 578 571 0
1041 684 1 0
1042 684 10 0
1043 683 1 0
1044 683 684 0
1045 10 1 0
1046 307 306 0
1047 307 301 0
1048 284 301 0
1049 284 307 0
1050 318 284 0
1051 297 284 0
1052 337 381 0
1053 362 381 0
1054 381 351 0
1055 371 379 0
1056 371 339 0
1057 347 339 0
1058 347 379 0
1059 347 371 0
1060 339 379 0
1061 350 390 0
1062 342 325 0
1063 342 390 0
1064 342 350 0
1065 240 225 0
1066 240 217 0
1067 214 217 0
1068 214 225 0
1069 214 240 0
1070 217 225 0
1071 380 364 0
1072 380 352 0
1073 361 364 0
1074 361 380 0
1075 352 364 0
1076 418 392 0
1077 413 392 0
1078 413 408 0
1079 413 418 0
1080 392 408 0
1081 132 168 0
1082 132 174 0
1083 169 174 0
1084 169 168 0
1085 169 132 0
1086 174 168 0
1087 251 247 0
1088 251 262 0
1089 224 262 0
1090 224 247 0
1091 282 260 0
1092 314 252 0
1093 314 260 0
1094 314 282 0
1095 249 267 0
1096 249 270 0
1097 265 267 0
1098 265 249 0
1099 270 267 0
1100 154 175 0
1101 154 167 0
1102 161 167 0
1103 161 175 0
1104 161 154 0
1105 167 175 0
1106 84 65 0
1107 84 32 1
1108 51 32 0
1109 51 65 0
1110 51 84 0
1111 32 65 1
1112 377 351 0
1113 377 354 0
1114 353 351 0
1115 353 377 0
1116 354 351 0
1117 268 194 0
1118 245 194 0
1119 223 194 0
1120 256 237 0
1121 256 227 1
1122 230 237 0
1123 230 256 0
1124 230 211 0
1125 233 239 0
1126 233 230 0
1127 239 211 0
1128 249 269 0
1129 267 269 0
1130 227 193 1
1131 239 193 1
1132 193 230 0
1133 311 313 0
1134 311 344 0
1135 321 313 0
1136 321 311 0
1137 344 313 0
1138 371 388 0
1139 388 396 0
1140 303 332 0
1141 282 332 0
1142 465 476 0
1143 465 446 0
1144 459 446 0
1145 459 476 0
1146 459 465 0
1147 446 476 0
1148 551 497 0
1149 551 548 0
1150 539 497 0
1151 539 551 0
1152 548 497 0
1153 195 209 0
1154 195 207 0
1155 200 207 0
1156 200 209 0
1157 200 195 0
1158 207 209 0
1159 410 305 1
1160 410 342 0
1161 346 342 0
1162 346 305 0
1163 346 410 0
1164 342 305 0
1165 422 474 0
1166 493 474 0
1167 493 404 0
1168 493 422 0
1169 474 404 0
1170 382 391 0
1171 382 413 0
1172 432 391 0
1173 413 391 1
1174 415 409 0
1175 415 367 0
1176 417 367 0
1177 417 409 0
1178 417 415 0
1179 367 409 0
1180 290 331 0
1181 325 290 1
1182 528 521 0
1183 528 506 0
1184 509 521 0
1185 509 528 0
1186 506 521 0
1187 256 255 0
1188 256 264 1
1189 263 264 1
1190 263 255 0
1191 263 256 0
1192 264 255 0
1193 554 582 0
1194 535 582 0
1195 535 554 0
1196 542 582 0
1197 217 210 0
1198 203 210 0
1199 203 214 0
1200 203 217 0
1201 210 214 0
1202 375 504 0
1203 375 570 0
1204 343 570 0
1205 343 504 0
1206 570 504 0
1207 47 101 0
1208 47 87 0
1209 44 87 0
1210 44 101 0
1211 44 47 0
1212 87 101 0
1213 478 490 0
1214 478 489 0
1215 495 489 0
1216 495 490 0
1217 495 478 0
1218 489 490 0
1219 125 103 0
1220 125 131 0
1221 122 131 0
1222 122 103 0
1223 122 125 0
1224 131 103 0
1225 422 419 0
1226 422 420 0
1227 414 420 0
1228 414 419 0
1229 420 419 0
1230 649 662 0
1231 656 663 0
1232 656 662 0
1233 656 649 0
1234 663 662 0
1235 507 461 0
1236 472 461 0
1237 548 461 0
1238 256 236 0
1239 264 236 1
1240 263 236 1
1241 16 13 0
1242 6 13 0
1243 6 36 0
1244 6 16 0
1245 13 36 0
1246 175 180 0
1247 175 181 0
1248 176 181 0
1249 176 180 0
1250 176 175 0
1251 181 180 0
1252 268 238 0
1253 188 238 0
1254 188 317 0
1255 188 268 0
1256 476 461 0
1257 476 436 0
1258 446 436 0
1259 436 461 0
1260 43 73 0
1261 43 13 0
1262 49 13 0
1263 49 73 0
1264 49 43 0
1265 13 73 1
1266 200 217 0
1267 200 214 0
1268 210 200 0
1269 229 181 0
1270 221 181 0
1271 238 181 0
1272 197 200 0
1273 197 195 0
1274 152 170 0
1275 152 99 0
1276 152 169 0
1277 200 203 0
1278 270 290 0
1279 270 294 0
1280 651 645 0
1281 637 645 0
1282 637 659 0
1283 637 651 1
1284 645 659 0
1285 374 364 0
1286 374 359 0
1287 324 359 0
1288 324 364 0
1289 324 374 0
1290 359 364 0
1291 285 279 0
1292 362 365 0
1293 362 386 0
1294 407 465 0
1295 407 436 0
1296 426 436 0
1297 426 465 0
1298 426 407 0
1299 436 465 0
1300 477 512 0
1301 487 512 0
1302 508 512 0
1303 549 535 0
1304 549 525 0
1305 575 525 0
1306 575 535 0
1307 575 549 0
1308 56 16 0
1309 56 41 0
1310 1 16 0
1311 1 56 0
1312 41 16 0
1313 549 554 0
1314 549 547 0
1315 455 547 0
1316 455 554 0
1317 455 549 0
1318 547 554 0
1319 633 634 0
1320 633 647 0
1321 639 647 0
1322 639 634 0
1323 639 633 0
1324 647 634 0
1325 492 481 0
1326 492 434 0
1327 462 434 1
1328 462 481 1
1329 462 492 0
1330 434 481 1
1331 71 76 0
1332 71 95 0
1333 88 95 0
1334 88 76 0
1335 88 71 0
1336 95 76 0
1337 502 491 0
1338 485 491 0
1339 491 500 0
1340 549 542 0
1341 407 428 0
1342 519 560 0
1343 519 565 0
1344 519 541 0
1345 501 494 0
1346 494 515 0
1347 399 398 0
1348 399 376 0
1349 188 376 0
1350 188 398 0
1351 188 399 0
1352 376 398 0
1353 557 528 0
1354 557 561 0
1355 552 557 0
1356 469 541 0
1357 469 558 0
1358 519 558 0
1359 519 469 0
1360 558 541 0
1361 629 649 1
1362 629 581 0
1363 601 629 0
1364 401 375 0
1365 401 443 0
1366 341 443 0
1367 341 401 0
1368 443 375 0
1369 505 539 0
1370 393 370 0
1371 388 370 0
1372 494 460 0
1373 591 626 0
1374 591 604 0
1375 616 604 0
1376 616 626 0
1377 616 591 0
1378 604 626 0
1379 52 65 0
1380 52 87 0
1381 47 65 0
1382 47 52 0
1383 87 65 0
1384 668 699 0
1385 668 679 0
1386 671 699 0
1387 671 668 0
1388 679 699 0
1389 557 562 0
1390 557 534 0
1391 539 557 0
1392 153 165 0
1393 153 202 0
1394 157 202 0
1395 157 165 0
1396 157 153 0
1397 202 165 0
1398 116 176 0
1399 179 176 0
1400 179 159 0
1401 179 116 0
1402 176 159 0
1403 623 629 0
1404 623 627 0
1405 645 627 0
1406 645 629 0
1407 645 623 0
1408 627 629 0
1409 598 595 0
1410 621 578 1
1411 621 595 1
1412 621 598 0
1413 578 595 1
1414 435 537 0
1415 412 537 0
1416 537 449 0
1417 56 18 0
1418 36 18 0
1419 36 56 0
1420 18 16 0
1421 277 244 0
1422 276 244 0
1423 276 259 0
1424 276 277 0
1425 244 259 0
1426 484 427 0
1427 484 486 0
1428 563 557 0
1429 539 563 0
1430 490 502 0
1431 490 512 0
1432 506 512 0
1433 506 502 0
1434 506 490 0
1435 512 502 0
1436 427 463 0
1437 454 463 0
1438 446 470 0
1439 427 470 0
1440 484 470 0
1441 421 431 0
1442 421 452 0
1443 433 452 0
1444 433 431 0
1445 433 421 0
1446 452 431 0
1447 207 231 0
1448 247 231 0
1449 217 231 0
1450 208 177 0
1451 184 208 0
1452 534 529 0
1453 528 531 0
1454 528 529 0
1455 528 534 0
1456 531 529 0
1457 691 669 0
1458 691 671 0
1459 681 671 0
1460 681 669 0
1461 681 691 0
1462 671 669 0
1463 351 363 0
1464 338 363 0
1465 363 353 0
1466 502 529 0
1467 528 512 0
1468 528 502 0
1469 512 529 0
1470 573 577 0
1471 573 562 0
1472 583 562 0
1473 583 577 0
1474 583 573 0
1475 562 577 0
1476 689 666 1
1477 689 694 1
1478 690 694 1
1479 690 666 1
1480 690 689 0
1481 694 666 1
1482 597 599 0
1483 597 567 0
1484 565 567 0
1485 565 599 0
1486 565 597 0
1487 499 521 0
1488 499 532 0
1489 506 532 0
1490 537 530 0
1491 542 455 0
1492 624 637 1
1493 624 630 0
1494 607 630 0
1495 607 637 0
1496 607 624 0
1497 630 637 0
1498 438 460 0
1499 452 460 0
1500 452 440 0
1501 452 438 0
1502 460 440 0
1503 284 294 0
1504 284 298 0
1505 372 370 0
1506 372 382 0
1507 196 201 0
1508 196 191 0
1509 193 191 0
1510 193 201 0
1511 193 196 1
1512 191 201 0
1513 590 507 0
1514 590 564 0
1515 572 564 0
1516 572 507 0
1517 572 590 0
1518 223 142 0
1519 223 151 0
1520 230 201 0
1521 211 201 0
1522 239 201 0
1523 253 266 0
1524 267 251 0
1525 267 266 0
1526 267 253 0
1527 629 648 0
1528 641 648 0
1529 641 629 0
1530 601 648 0
1531 597 582 0
1532 594 582 0
1533 594 599 0
1534 594 597 0
1535 582 599 0
1536 159 220 0
1537 213 179 0
1538 213 159 0
1539 220 179 0
1540 375 355 0
1541 443 355 0
1542 355 341 0
1543 425 507 0
1544 425 465 0
1545 475 425 0
1546 591 535 0
1547 591 537 0
1548 555 537 0
1549 555 535 0
1550 555 591 0
1551 537 535 0
1552 387 368 0
1553 387 367 0
1554 390 367 0
1555 390 387 0
1556 367 368 0
1557 165 113 0
1558 165 136 0
1559 206 136 0
1560 206 113 0
1561 206 165 0
1562 136 113 0
1563 130 154 0
1564 130 139 0
1565 141 139 0
1566 141 154 0
1567 141 130 0
1568 139 154 0
1569 163 201 0
1570 163 176 0
1571 189 176 0
1572 189 201 0
1573 189 163 0
1574 176 201 0
1575 230 229 0
1576 233 201 0
1577 233 229 0
1578 201 229 0
1579 105 117 0
1580 115 117 0
1581 87 117 0
1582 225 205 0
1583 211 225 0
1584 288 410 0
1585 322 410 0
1586 40 47 0
1587 40 51 0
1588 28 51 0
1589 28 47 0
1590 28 40 0
1591 51 47 0
1592 341 322 0
1593 341 317 0
1594 551 515 0
1595 551 545 0
1596 524 551 0
1597 133 154 0
1598 133 137 0
1599 161 137 0
1600 161 133 0
1601 137 154 0
1602 530 503 0
1603 530 536 0
1604 451 536 0
1605 451 503 0
1606 536 503 0
1607 219 242 0
1608 219 263 1
1609 243 263 0
1610 243 242 0
1611 243 219 0
1612 263 242 0
1613 225 231 0
1614 225 247 0
1615 124 63 0
1616 124 70 0
1617 118 70 0
1618 118 63 0
1619 118 124 0
1620 70 63 0
1621 49 103 0
1622 49 58 0
1623 69 58 0
1624 69 49 0
1625 58 103 0
1626 86 83 0
1627 86 128 0
1628 81 128 0
1629 81 83 0
1630 81 86 0
1631 128 83 0
1632 282 280 0
1633 311 280 0
1634 311 260 0
1635 311 282 0
1636 527 522 0
1637 522 546 1
1638 116 130 0
1639 95 130 0
1640 95 135 0
1641 130 135 0
1642 216 248 0
1643 234 224 0
1644 234 248 0
1645 234 216 0
1646 224 248 0
1647 551 563 0
1648 562 563 0
1649 562 551 0
1650 604 637 1
1651 604 607 0
1652 630 604 0
1653 145 156 0
1654 145 152 0
1655 174 152 0
1656 174 156 0
1657 174 145 0
1658 152 156 0
1659 83 88 0
1660 81 88 0
1661 128 88 0
1662 649 576 1
