ID Node1 Node2 Node3 Marker
396 618 531 545 0
397 618 564 531 0
398 2627 2701 2531 0
399 2627 2674 2701 0
400 2531 2674 2627 0
401 2531 2701 2674 0
402 2568 2607 2654 0
403 2568 2470 2607 0
404 2654 2470 2568 0
405 2654 2607 2470 0
406 3006 2971 2996 0
407 3006 2990 2971 0
408 2996 2990 3006 0
409 2996 2971 2990 0
410 2448 2230 2289 0
411 2448 2381 2230 0
412 2289 2381 2448 0
413 2289 2230 2381 0
414 1120 1188 1027 0
415 1120 1105 1188 0
416 1027 1105 1120 0
417 1027 1188 1105 0
418 2680 2762 2693 0
419 2680 2736 2762 0
420 2693 2736 2680 0
421 2693 2762 2736 0
422 4429 4554 4446 0
423 4429 4473 4554 0
424 4446 4473 4429 0
425 4446 4554 4473 0
426 3998 3918 3951 0
427 3998 4051 3918 0
428 3951 4051 3998 0
429 3951 3918 4051 0
430 2928 2982 3116 0
431 2928 2909 2982 0
432 3116 2909 2928 0
433 2406 2536 2468 0
434 2406 2480 2536 0
435 2468 2480 2406 0
436 2468 2536 2480 0
437 2369 2528 2462 0
438 2369 2505 2528 0
439 2462 2505 2369 0
440 2462 2528 2505 0
441 2538 3045 2426 0
442 2538 2766 3045 0
443 2426 2766 2538 0
444 2426 3045 2766 0
445 1119 1127 1207 0
446 1119 1072 1127 0
447 1207 1072 1119 0
448 1207 1127 1072 0
449 591 552 491 0
450 591 536 552 0
451 491 536 591 0
452 491 552 536 0
453 269 340 342 0
454 269 339 340 0
455 342 339 269 0
456 342 340 339 0
457 3652 3659 3605 0
458 3652 3612 3659 0
459 3605 3612 3652 0
460 3605 3659 3612 0
461 2592 2561 2785 0
462 2592 2720 2561 0
463 2785 2720 2592 0
464 2785 2561 2720 0
465 1980 1929 2046 0
466 1980 2051 1929 0
467 2046 2051 1980 0
468 2046 1929 2051 0
469 266 377 546 0
470 266 337 377 0
471 546 337 266 0
472 546 377 337 0
473 1406 1339 1503 0
474 1406 1465 1339 0
475 1503 1465 1406 0
476 1503 1339 1465 0
477 465 451 611 0
478 465 425 451 0
479 611 425 465 0
480 611 451 425 0
481 3244 3251 3217 0
482 3244 3332 3251 0
483 3217 3332 3244 0
484 3217 3251 3332 0
485 249 217 188 0
486 249 258 217 0
487 188 258 249 0
488 188 217 258 0
489 110 29 122 0
490 110 66 29 0
491 122 66 110 0
492 122 29 66 0
493 3675 3723 3571 0
494 3675 3510 3723 1
495 3571 3510 3675 0
496 3571 3723 3510 0
497 1986 1934 2128 0
498 1986 1926 1934 0
499 2128 1926 1986 0
500 2128 1934 1926 0
501 3049 2748 2706 0
502 3049 3111 2748 0
503 2706 3111 3049 0
504 2706 2748 3111 0
505 4104 4043 4086 0
506 4104 4033 4043 0
507 4086 4033 4104 0
508 4086 4043 4033 0
509 2707 2673 2918 0
510 2707 2586 2673 0
511 2918 2586 2707 0
512 2918 2673 2586 0
513 2357 2382 2173 0
514 2357 2201 2382 0
515 2173 2201 2357 0
516 2173 2382 2201 0
517 3557 3552 3394 0
518 3557 3285 3552 0
519 3394 3285 3557 0
520 3394 3552 3285 0
521 1529 1442 1437 0
522 1529 1519 1442 0
523 1437 1519 1529 0
524 1437 1442 1519 0
525 2828 2720 2726 0
526 2828 2785 2720 0
527 2726 2785 2828 0
528 2726 2720 2785 0
529 3099 2938 2929 0
530 3099 3038 2938 0
531 2929 3038 3099 0
532 2929 2938 3038 0
533 1190 1257 1220 0
534 1190 1279 1257 0
535 1220 1279 1190 0
536 1220 1257 1279 0
537 2248 2368 2121 0
538 2248 2149 2368 0
539 2121 2149 2248 0
540 2121 2368 2149 0
541 3265 3045 3206 0
542 3265 3180 3045 0
543 3206 3180 3265 0
544 3206 3045 3180 0
545 2166 2126 2202 0
546 2166 2163 2126 0
547 2202 2163 2166 0
548 2202 2126 2163 0
549 1949 1930 1940 0
550 1949 1954 1930 0
551 1940 1954 1949 0
552 1940 1930 1954 0
553 1216 1296 1252 0
554 1216 1386 1296 0
555 1252 1386 1216 0
556 1252 1296 1386 0
557 2348 2229 2301 0
558 2348 2307 2229 0
559 2301 2307 2348 0
560 2301 2229 2307 0
561 1489 1528 1380 0
562 1489 1241 1528 0
563 1380 1241 1489 0
564 1380 1528 1241 0
565 701 915 1009 0
566 701 1213 915 0
567 1009 1213 701 0
568 1009 915 1213 0
569 4387 4143 4396 0
570 4387 4392 4143 0
571 4396 4392 4387 0
572 4396 4143 4392 0
573 283 273 488 0
574 283 338 273 0
575 488 338 283 0
576 488 273 338 1
577 534 464 677 0
578 534 813 464 0
579 677 813 534 0
580 677 464 813 0
581 1863 1910 1991 0
582 1863 2028 1910 0
583 1991 2028 1863 0
584 1991 1910 2028 0
585 2549 2608 2594 0
586 2549 2661 2608 0
587 2594 2661 2549 0
588 2594 2608 2661 0
589 1853 1616 1722 0
590 1853 1655 1616 0
591 1722 1655 1853 0
592 1722 1616 1655 0
593 3977 4072 4010 0
594 3977 3980 4072 0
595 4010 3980 3977 0
596 4010 4072 3980 0
597 3769 4045 3905 0
598 3769 3824 4045 0
599 3905 3824 3769 0
600 3905 4045 3824 0
601 4377 4430 4432 0
602 4377 4271 4430 0
603 4432 4271 4377 0
604 4432 4430 4271 0
605 3990 4089 4138 0
606 3990 4124 4089 0
607 4138 4124 3990 0
608 4138 4089 4124 0
609 176 308 135 0
610 176 282 308 0
611 135 282 176 0
612 135 308 282 0
613 2235 2368 2251 0
614 2235 2300 2368 0
615 2251 2300 2235 0
616 2251 2368 2300 0
617 3086 3186 3184 0
618 3086 3073 3186 0
619 3184 3073 3086 0
620 3184 3186 3073 0
621 2528 2642 2704 0
622 2528 2649 2642 0
623 2704 2649 2528 0
624 2704 2642 2649 0
625 4024 4089 4051 0
626 4024 3974 4089 0
627 4051 3974 4024 0
628 4051 4089 3974 0
629 1850 1719 2018 0
630 1850 1831 1719 0
631 2018 1831 1850 0
632 2018 1719 1831 0
633 3314 3190 3318 0
634 3314 3162 3190 0
635 3318 3162 3314 0
636 3318 3190 3162 0
637 4716 4762 4710 0
638 4716 4803 4762 0
639 4710 4803 4716 0
640 4710 4762 4803 0
641 4421 4276 4263 0
642 4421 4323 4276 0
643 4263 4323 4421 0
644 4263 4276 4323 0
645 1948 1990 1845 0
646 1948 1840 1990 0
647 1845 1840 1948 0
648 1845 1990 1840 0
649 1435 1465 1515 0
650 1435 1460 1465 0
651 1515 1460 1435 0
652 1515 1465 1460 0
653 3437 3429 3455 0
654 3437 3415 3429 0
655 3455 3415 3437 0
656 3455 3429 3415 0
657 2207 2294 2180 0
658 2207 2218 2294 0
659 2180 2218 2207 0
660 2180 2294 2218 0
661 3000 3167 3249 0
662 3000 3225 3167 0
663 3249 3225 3000 0
664 3249 3167 3225 0
665 1102 958 866 0
666 1102 933 958 0
667 866 933 1102 0
668 866 958 933 0
669 1815 1855 1932 0
670 1815 1908 1855 0
671 1932 1908 1815 0
672 1932 1855 1908 0
673 2686 2672 2724 0
674 2686 2698 2672 0
675 2724 2698 2686 0
676 2724 2672 2698 0
677 3374 3453 3440 0
678 3374 3399 3453 0
679 3440 3399 3374 0
680 3440 3453 3399 0
681 3349 3305 3252 0
682 3349 3048 3305 0
683 3252 3048 3349 0
684 3252 3305 3048 0
685 2928 2918 2726 0
686 2928 2841 2918 0
687 2726 2841 2928 0
688 2726 2918 2841 0
689 1883 1829 1733 0
690 1883 1851 1829 0
691 1733 1851 1883 0
692 1733 1829 1851 0
693 1421 1441 1353 0
694 1421 1348 1441 0
695 1353 1348 1421 0
696 1353 1441 1348 0
697 4548 4583 4544 0
698 4548 4584 4583 0
699 4544 4584 4548 0
700 4544 4583 4584 0
701 4497 4496 4585 0
702 4497 4507 4496 0
703 4585 4507 4497 0
704 4585 4496 4507 0
705 2181 2054 2171 0
706 2181 1875 2054 0
707 2171 1875 2181 0
708 2171 2054 1875 0
709 2773 2823 2847 0
710 2773 2907 2823 0
711 2847 2907 2773 0
712 2847 2823 2907 0
713 4570 4673 4553 0
714 4570 4569 4673 0
715 4553 4569 4570 0
716 4553 4673 4569 0
717 4281 4237 4177 0
718 4281 4204 4237 0
719 4177 4204 4281 0
720 4177 4237 4204 0
721 2801 2685 2715 0
722 2801 2702 2685 0
723 2715 2702 2801 0
724 2715 2685 2702 0
725 566 452 506 0
726 566 734 452 0
727 506 734 566 0
728 506 452 734 0
729 3739 3827 3755 0
730 3739 3854 3827 0
731 3755 3854 3739 0
732 3755 3827 3854 0
733 3178 3155 3157 0
734 3178 3137 3155 0
735 3157 3137 3178 0
736 3157 3155 3137 0
737 3379 3447 3432 0
738 3379 3466 3447 0
739 3432 3466 3379 0
740 3432 3447 3466 0
741 1421 1505 1534 0
742 1421 1524 1505 0
743 1534 1524 1421 0
744 1534 1505 1524 0
745 311 255 276 0
746 311 161 255 0
747 276 161 311 0
748 276 255 161 0
749 2610 2556 2677 0
750 2610 2471 2556 0
751 2677 2471 2610 0
752 2677 2556 2471 0
753 2141 2189 2142 0
754 2141 1990 2189 0
755 2142 1990 2141 0
756 2142 2189 1990 0
757 3977 3814 3995 0
758 3977 3765 3814 0
759 3995 3765 3977 0
760 3995 3814 3765 0
761 4037 3987 4009 0
762 4037 4105 3987 0
763 4009 4105 4037 0
764 4009 3987 4105 0
765 2586 2592 2475 0
766 2779 2592 2586 0
767 2779 2475 2592 0
768 2553 2567 2681 0
769 2553 2660 2567 0
770 2681 2660 2553 0
771 2681 2567 2660 0
772 911 539 367 0
773 911 541 539 0
774 367 541 911 0
775 367 539 541 0
776 4570 4363 4462 0
777 4570 4673 4363 0
778 4462 4673 4570 0
779 4462 4363 4673 0
780 3327 3257 3351 0
781 3327 3460 3257 0
782 3351 3460 3327 0
783 3351 3257 3460 0
784 3416 3393 3472 0
785 3416 3419 3393 0
786 3472 3419 3416 0
787 3472 3393 3419 0
788 2553 2703 2660 0
789 2553 2681 2703 0
790 760 757 859 0
791 760 783 757 0
792 859 783 760 0
793 859 757 783 0
794 230 141 186 0
795 230 144 141 0
796 186 144 230 0
797 186 141 144 0
798 2243 2175 2180 0
799 2243 2178 2175 0
800 2180 2178 2243 0
801 2180 2175 2178 0
802 3571 3510 3511 0
803 3571 3577 3510 0
804 3511 3577 3571 0
805 3511 3510 3577 0
806 4075 4017 4021 0
807 4075 4131 4017 0
808 4021 4131 4075 0
809 4021 4017 4131 0
810 3833 3656 3445 0
811 3833 3525 3656 0
812 3445 3525 3833 0
813 3445 3656 3525 0
814 338 488 421 0
815 338 451 488 1
816 421 451 338 0
817 421 488 451 0
818 3262 3240 3230 0
819 3262 3278 3240 0
820 3230 3278 3262 0
821 3230 3240 3278 0
822 3005 3070 3038 0
823 3005 3036 3070 0
824 3038 3036 3005 0
825 3038 3070 3036 0
826 4526 4723 4590 0
827 4526 4533 4723 0
828 4590 4533 4526 0
829 4590 4723 4533 0
830 4826 80 4691 0
831 4826 3075 80 0
832 4691 3075 4826 0
833 4691 80 3075 0
834 2976 3132 3046 0
835 2976 2927 3132 0
836 3046 2927 2976 0
837 3046 3132 2927 0
838 3500 3610 3622 0
839 3500 3391 3610 0
840 3622 3391 3500 0
841 3622 3610 3391 0
842 2620 2687 2464 0
843 2620 2602 2687 0
844 2464 2602 2620 0
845 2464 2687 2602 0
846 4380 4350 4264 0
847 4380 4310 4350 0
848 4264 4310 4380 0
849 4264 4350 4310 0
850 4595 4513 4579 0
851 4595 4750 4513 0
852 4579 4750 4595 0
853 4579 4513 4750 0
854 2973 3055 3014 0
855 2973 2894 3055 0
856 3014 2894 2973 0
857 3014 3055 2894 0
858 145 103 4563 1
859 145 4647 103 0
860 4563 4647 145 0
861 4563 103 4647 0
862 4794 4832 154 0
863 4794 12 4832 0
864 154 12 4794 0
865 154 4832 12 0
866 3530 3472 3498 0
867 3530 3623 3472 0
868 3498 3623 3530 0
869 3498 3472 3623 0
870 4227 3872 4482 0
871 4227 4175 3872 0
872 4482 4175 4227 0
873 4482 3872 4175 0
874 4049 4208 4121 0
875 4049 4179 4208 0
876 4121 4179 4049 0
877 4121 4208 4179 0
878 1656 1890 1591 0
879 1656 1586 1890 0
880 1591 1586 1656 0
881 1591 1890 1586 0
882 2477 2481 2562 0
883 2477 2667 2481 0
884 2562 2667 2477 0
885 2562 2481 2667 0
886 1842 1798 1746 0
887 1842 1734 1798 0
888 1746 1734 1842 0
889 1746 1798 1734 0
890 3591 3164 3464 0
891 3591 3311 3164 0
892 3464 3311 3591 0
893 3464 3164 3311 0
894 2909 3149 3116 0
895 3084 3149 2909 0
896 3084 3116 3149 0
897 4009 4043 4133 0
898 4009 3998 4043 0
899 4133 3998 4009 0
900 4133 4043 3998 0
901 1745 1689 1724 0
902 1745 1786 1689 0
903 1724 1786 1745 0
904 1724 1689 1786 0
905 4064 4025 4203 0
906 4064 4289 4025 0
907 4203 4289 4064 0
908 4203 4025 4289 0
909 2297 3045 3133 0
910 2297 3075 3045 0
911 3133 3075 2297 0
912 3133 3045 3075 0
913 3017 3099 3073 0
914 3017 2999 3099 0
915 3073 2999 3017 0
916 3073 3099 2999 0
917 2810 2787 2666 0
918 2810 2798 2787 0
919 2666 2798 2810 0
920 2666 2787 2798 0
921 2538 2714 2786 0
922 2538 2451 2714 0
923 2786 2451 2538 0
924 2786 2714 2451 0
925 4363 4309 4462 0
926 4363 4500 4309 0
927 4462 4500 4363 0
928 4462 4309 4500 0
929 4475 4526 4518 0
930 4475 4507 4526 0
931 4518 4507 4475 0
932 4518 4526 4507 0
933 2078 2136 2124 0
934 2078 2131 2136 0
935 2124 2131 2078 0
936 2124 2136 2131 0
937 1545 1608 1521 0
938 1545 1522 1608 0
939 1521 1522 1545 0
940 1521 1608 1522 0
941 2568 2638 2587 0
942 2568 2645 2638 0
943 2587 2645 2568 0
944 2587 2638 2645 0
945 4398 4502 4500 0
946 4398 4589 4502 0
947 4500 4589 4398 0
948 4500 4502 4589 0
949 3240 3263 3230 0
950 3240 3278 3263 0
951 3230 3263 3278 0
952 3122 2825 3081 0
953 3122 3180 2825 0
954 3081 3180 3122 0
955 3081 2825 3180 0
956 3364 3450 3529 0
957 3364 3405 3450 0
958 3529 3405 3364 0
959 3529 3450 3405 0
960 3156 3363 3420 0
961 3156 3183 3363 0
962 3420 3183 3156 0
963 3420 3363 3183 0
964 305 319 293 0
965 305 238 319 0
966 293 238 305 0
967 293 319 238 0
968 2842 3029 2834 0
969 2842 3079 3029 0
970 2834 3079 2842 0
971 2834 3029 3079 0
972 3196 3205 3320 0
973 3196 3187 3205 0
974 3320 3187 3196 0
975 3320 3205 3187 0
976 4598 4516 4449 0
977 4598 4510 4516 0
978 4449 4510 4598 0
979 4449 4516 4510 0
980 1579 3075 2747 0
981 1579 4691 3075 0
982 2747 4691 1579 0
983 2747 3075 4691 0
984 3960 3873 3962 0
985 3960 3881 3873 0
986 3962 3881 3960 0
987 3962 3873 3881 0
988 3544 3106 3760 0
989 3544 2384 3106 0
990 3760 2384 3544 0
991 3760 3106 2384 0
992 976 983 1203 0
993 976 1205 983 0
994 1203 1205 976 0
995 1203 983 1205 0
996 1546 1555 1648 0
997 1546 1498 1555 0
998 1648 1498 1546 0
999 1648 1555 1498 0
1000 566 446 506 0
1001 566 452 446 0
1002 506 446 452 0
1003 1147 1124 1050 0
1004 1147 1053 1124 0
1005 1050 1053 1147 0
1006 1050 1124 1053 0
1007 1323 1483 1272 0
1008 1323 1491 1483 0
1009 1272 1491 1323 0
1010 1272 1483 1491 0
1011 887 891 798 0
1012 887 771 891 0
1013 798 771 887 0
1014 798 891 771 0
1015 3710 3658 3616 0
1016 3710 3648 3658 0
1017 3616 3648 3710 0
1018 3616 3658 3648 0
1019 707 611 610 0
1020 707 626 611 0
1021 610 626 707 0
1022 610 611 626 0
1023 310 311 472 0
1024 310 316 311 0
1025 472 316 310 0
1026 472 311 316 0
1027 4235 4153 4155 0
1028 4235 4240 4153 0
1029 4155 4240 4235 0
1030 4155 4153 4240 0
1031 4190 4106 4076 0
1032 4190 4096 4106 0
1033 4076 4096 4190 0
1034 4076 4106 4096 0
1035 2174 2158 2216 0
1036 2174 2475 2158 0
1037 2216 2475 2174 0
1038 2216 2158 2475 0
1039 63 125 148 0
1040 63 88 125 0
1041 148 88 63 0
1042 148 125 88 0
1043 755 829 699 0
1044 755 810 829 0
1045 699 810 755 0
1046 699 829 810 0
1047 851 873 881 0
1048 851 736 873 0
1049 881 736 851 0
1050 881 873 736 0
1051 4819 4779 4782 0
1052 4819 4675 4779 0
1053 4782 4675 4819 0
1054 4782 4779 4675 0
1055 3042 3125 3071 0
1056 3042 3229 3125 0
1057 3071 3229 3042 0
1058 3071 3125 3229 0
1059 1976 1844 2076 0
1060 1976 2045 1844 0
1061 2076 2045 1976 0
1062 2076 1844 2045 1
1063 4537 4324 4352 0
1064 4537 4536 4324 0
1065 4352 4536 4537 0
1066 4352 4324 4536 0
1067 4687 4754 4727 0
1068 4687 4635 4754 0
1069 4727 4635 4687 0
1070 4727 4754 4635 0
1071 4227 4596 4509 0
1072 4227 4097 4596 0
1073 4509 4097 4227 0
1074 4509 4596 4097 0
1075 4557 4431 4388 0
1076 4557 4592 4431 0
1077 4388 4592 4557 0
1078 4388 4431 4592 0
1079 35 51 63 0
1080 35 125 51 0
1081 63 125 35 0
1082 63 51 125 0
1083 381 103 402 1
1084 381 247 103 0
1085 402 247 381 0
1086 402 103 247 0
1087 2627 2649 2626 0
1088 2627 2505 2649 0
1089 2626 2505 2627 0
1090 2626 2649 2505 0
1091 4525 4654 4699 0
1092 4525 4601 4654 0
1093 4699 4601 4525 0
1094 4699 4654 4601 0
1095 2543 2458 2432 0
1096 2543 2434 2458 0
1097 2432 2434 2543 0
1098 2432 2458 2434 0
1099 708 741 715 0
1100 708 709 741 0
1101 715 709 708 0
1102 715 741 709 0
