ID Node1 Node2 Node3 Marker
828 282 252 260 0
829 314 252 282 0
830 314 260 252 0
831 249 267 265 0
832 249 270 267 0
833 265 270 249 0
834 265 267 270 0
835 154 175 161 0
836 154 167 175 0
837 161 167 154 0
838 161 175 167 0
839 84 65 51 0
840 84 32 65 0
841 51 32 84 0
842 51 65 32 0
843 377 351 353 0
844 377 354 351 0
845 353 354 377 0
846 353 351 354 0
847 268 194 245 0
848 268 223 194 0
849 245 194 223 0
850 256 237 230 0
851 256 227 237 0
852 230 227 256 0
853 230 237 227 0
854 230 211 233 0
855 230 239 211 0
856 233 239 230 0
857 233 211 239 0
858 249 269 267 0
859 249 270 269 0
860 267 269 270 0
861 227 193 230 0
862 239 193 227 1
863 239 230 193 0
864 311 313 321 0
865 311 344 313 0
866 321 344 311 0
867 321 313 344 0
868 371 388 396 0
869 395 388 371 0
870 395 396 388 0
871 303 332 319 0
872 282 332 303 0
873 282 319 332 0
874 465 476 459 0
875 465 446 476 0
876 459 446 465 0
877 459 476 446 0
878 551 497 539 0
879 551 548 497 0
880 539 548 551 0
881 539 497 548 0
882 195 209 200 0
883 195 207 209 0
884 200 207 195 0
885 200 209 207 0
886 410 305 346 0
887 410 342 305 0
888 346 342 410 0
889 346 305 342 0
890 422 404 493 0
891 422 474 404 0
892 493 474 422 0
893 493 404 474 0
894 382 391 432 0
895 382 413 391 0
896 432 413 382 0
897 432 391 413 0
898 415 409 417 0
899 415 367 409 0
900 417 367 415 0
901 417 409 367 0
902 290 315 325 0
903 290 331 315 0
904 325 331 290 0
905 528 521 509 0
906 528 506 521 0
907 509 506 528 0
908 509 521 506 0
909 256 255 263 0
910 256 264 255 0
911 263 264 256 0
912 263 255 264 0
913 554 582 535 0
914 554 542 582 0
915 535 542 554 0
916 535 582 542 0
917 217 214 203 0
918 217 210 214 0
919 203 210 217 0
920 203 214 210 0
921 375 504 343 0
922 375 570 504 0
923 343 570 375 0
924 343 504 570 0
925 47 101 44 0
926 47 87 101 0
927 44 87 47 0
928 44 101 87 0
929 478 490 495 0
930 478 489 490 0
931 495 489 478 0
932 495 490 489 0
933 125 103 122 0
934 125 131 103 0
935 122 131 125 0
936 122 103 131 0
937 422 419 414 0
938 422 420 419 0
939 414 420 422 0
940 414 419 420 0
941 649 662 656 0
942 649 663 662 0
943 656 663 649 0
944 656 662 663 0
945 507 461 472 0
946 507 548 461 0
947 472 461 548 0
948 256 236 264 0
949 256 263 236 0
950 264 236 263 1
951 16 36 6 0
952 16 13 36 0
953 6 13 16 0
954 6 36 13 0
955 175 180 176 0
956 175 181 180 0
957 176 181 175 0
958 176 180 181 0
959 268 317 188 0
960 268 238 317 0
961 188 238 268 0
962 188 317 238 0
963 476 461 446 0
964 476 436 461 0
965 446 436 476 0
966 446 461 436 0
967 43 73 49 0
968 43 13 73 0
969 49 13 43 0
970 49 73 13 0
971 200 217 210 0
972 200 214 217 0
973 210 214 200 0
974 229 181 221 0
975 229 238 181 0
976 221 181 238 0
977 195 209 197 0
978 197 200 195 0
979 197 209 200 0
980 169 99 152 0
981 152 170 169 0
982 152 99 170 0
983 200 203 214 0
984 210 203 200 0
985 267 294 270 0
986 270 290 267 0
987 270 294 290 0
988 651 659 637 0
989 651 645 659 0
990 637 645 651 0
991 637 659 645 0
992 374 364 324 0
993 374 359 364 0
994 324 359 374 0
995 324 364 359 0
996 285 279 258 0
997 285 286 279 0
998 258 279 286 0
999 386 351 362 0
1000 362 365 386 0
1001 362 351 365 0
1002 407 465 426 0
1003 407 436 465 0
1004 426 436 407 0
1005 426 465 436 0
1006 477 512 487 0
1007 477 508 512 0
1008 487 512 508 0
1009 549 535 575 0
1010 549 525 535 0
1011 575 525 549 0
1012 575 535 525 0
1013 56 16 1 0
1014 56 41 16 0
1015 1 41 56 0
1016 1 16 41 0
1017 549 554 455 0
1018 549 547 554 0
1019 455 547 549 0
1020 455 554 547 0
1021 633 634 639 0
1022 633 647 634 0
1023 639 647 633 0
1024 639 634 647 0
1025 492 481 462 0
1026 492 434 481 0
1027 462 434 492 0
1028 462 481 434 1
1029 71 76 88 0
1030 71 95 76 0
1031 88 95 71 0
1032 88 76 95 0
1033 502 491 500 0
1034 485 491 502 0
1035 485 500 491 0
1036 549 542 535 0
1037 525 542 549 0
1038 389 428 407 0
1039 407 428 435 0
1040 541 565 519 0
1041 519 560 541 0
1042 519 565 560 0
1043 453 494 515 0
1044 501 494 453 0
1045 501 515 494 0
1046 399 398 188 0
1047 399 376 398 0
1048 188 376 399 0
1049 188 398 376 0
1050 557 528 552 0
1051 557 561 528 0
1052 552 561 557 0
1053 469 541 519 0
1054 469 558 541 0
1055 519 558 469 0
1056 519 541 558 0
1057 629 649 601 0
1058 629 581 649 0
1059 601 581 629 0
1060 401 375 341 0
1061 401 443 375 0
1062 341 443 401 0
1063 341 375 443 0
1064 538 539 505 0
1065 505 539 508 0
1066 382 370 393 0
1067 382 388 370 0
1068 393 370 388 0
1069 460 453 494 0
1070 494 515 460 0
1071 591 626 616 0
1072 591 604 626 0
1073 616 604 591 0
1074 616 626 604 0
1075 52 65 47 0
1076 52 87 65 0
1077 47 87 52 0
1078 47 65 87 0
1079 668 699 671 0
1080 668 679 699 0
1081 671 679 668 0
1082 671 699 679 0
1083 557 562 539 0
1084 557 534 562 0
1085 539 534 557 0
1086 153 165 157 0
1087 153 202 165 0
1088 157 202 153 0
1089 157 165 202 0
1090 116 159 179 0
1091 116 176 159 0
1092 179 176 116 0
1093 179 159 176 0
1094 623 629 645 0
1095 623 627 629 0
1096 645 627 623 0
1097 645 629 627 0
1098 598 595 621 0
1099 598 578 595 0
1100 621 578 598 0
1101 621 595 578 1
1102 435 449 412 0
1103 435 537 449 0
1104 412 537 435 0
1105 412 449 537 0
1106 56 16 36 0
1107 56 18 16 0
1108 36 18 56 0
1109 36 16 18 0
1110 277 259 276 0
1111 277 244 259 0
1112 276 244 277 0
1113 276 259 244 0
1114 446 486 484 0
1115 446 427 486 0
1116 484 427 446 0
1117 484 486 427 0
1118 563 557 539 0
1119 563 552 557 0
1120 539 552 563 0
1121 539 557 552 0
1122 490 502 506 0
1123 490 512 502 0
1124 506 512 490 0
1125 506 502 512 0
1126 446 463 427 0
1127 446 454 463 0
1128 427 463 454 0
1129 446 470 427 0
1130 446 484 470 0
1131 427 470 484 0
1132 421 431 433 0
1133 421 452 431 0
1134 433 452 421 0
1135 433 431 452 0
1136 207 231 247 0
1137 207 217 231 0
1138 247 231 217 0
1139 208 177 184 0
1140 208 252 177 0
1141 184 252 208 0
1142 534 529 528 0
1143 534 531 529 0
1144 528 531 534 0
1145 528 529 531 0
1146 691 669 681 0
1147 691 671 669 0
1148 681 671 691 0
1149 681 669 671 0
1150 351 353 338 0
1151 351 363 353 0
1152 338 363 351 0
1153 338 353 363 0
1154 502 529 528 0
1155 502 512 529 0
1156 528 512 502 0
1157 528 529 512 0
1158 573 577 583 0
1159 573 562 577 0
1160 583 562 573 0
1161 583 577 562 0
1162 689 666 690 0
1163 689 694 666 1
1164 690 694 689 0
1165 690 666 694 1
1166 597 599 565 0
1167 597 567 599 0
1168 565 567 597 0
1169 565 599 567 0
1170 499 521 506 0
1171 499 532 521 0
1172 506 532 499 0
1173 506 521 532 0
1174 530 449 537 0
1175 537 412 530 0
1176 549 554 542 0
1177 542 455 549 0
1178 542 554 455 0
1179 624 637 607 0
1180 624 630 637 0
1181 607 630 624 0
1182 607 637 630 0
1183 438 440 452 0
1184 438 460 440 0
1185 452 460 438 0
1186 452 440 460 0
1187 284 294 301 0
1188 284 298 294 0
1189 301 298 284 0
1190 382 370 372 0
1191 372 344 382 0
1192 372 370 344 0
1193 196 201 193 0
1194 196 191 201 0
1195 193 191 196 0
1196 193 201 191 0
1197 590 507 572 0
1198 590 564 507 0
1199 572 564 590 0
1200 572 507 564 0
1201 317 288 286 0
1202 286 288 322 0
1203 151 142 223 0
1204 223 213 151 0
1205 223 142 213 0
1206 230 201 211 0
1207 230 239 201 0
1208 211 201 239 0
1209 253 266 267 0
1210 253 251 266 0
1211 267 251 253 0
1212 267 266 251 0
1213 629 648 641 0
1214 629 601 648 0
1215 641 601 629 0
1216 641 648 601 0
1217 597 599 594 0
1218 597 582 599 0
1219 594 582 597 0
1220 594 599 582 0
1221 159 179 213 0
1222 159 220 179 0
1223 213 220 159 0
1224 213 179 220 0
1225 375 355 341 0
1226 443 355 375 0
1227 443 341 355 0
1228 425 507 475 0
1229 425 465 507 0
1230 475 465 425 0
1231 591 535 555 0
1232 591 537 535 0
1233 555 537 591 0
1234 555 535 537 0
1235 387 368 390 0
1236 387 367 368 0
1237 390 367 387 0
1238 390 368 367 0
1239 165 113 206 0
1240 165 136 113 0
1241 206 136 165 0
1242 206 113 136 0
1243 130 154 141 0
1244 130 139 154 0
1245 141 139 130 0
1246 141 154 139 0
1247 163 201 189 0
1248 163 176 201 0
1249 189 176 163 0
1250 189 201 176 0
1251 230 229 233 0
1252 230 201 229 0
1253 233 201 230 0
1254 233 229 201 0
1255 105 117 115 0
1256 105 87 117 0
1257 115 117 87 0
1258 225 205 211 0
1259 225 244 205 0
1260 211 244 225 0
1261 376 410 288 0
1262 376 322 410 0
1263 288 410 322 0
1264 40 47 28 0
1265 40 51 47 0
1266 28 51 40 0
1267 28 47 51 0
1268 317 322 341 0
1269 341 389 317 0
1270 341 322 389 0
1271 551 515 524 0
1272 551 545 515 0
1273 524 545 551 0
1274 133 154 161 0
1275 133 137 154 0
1276 161 137 133 0
1277 161 154 137 0
1278 530 503 451 0
1279 530 536 503 0
1280 451 536 530 0
1281 451 503 536 0
1282 219 242 243 0
1283 219 263 242 0
1284 243 263 219 0
1285 243 242 263 0
1286 225 231 217 0
1287 225 247 231 0
1288 217 247 225 0
1289 124 63 118 0
1290 124 70 63 0
1291 118 70 124 0
1292 118 63 70 0
1293 49 103 69 0
1294 49 58 103 0
1295 69 58 49 0
1296 69 103 58 0
1297 86 83 81 0
1298 86 128 83 0
1299 81 128 86 0
1300 81 83 128 0
1301 282 260 311 0
1302 282 280 260 0
1303 311 280 282 0
1304 311 260 280 0
1305 545 522 546 0
1306 527 522 545 0
1307 527 546 522 0
1308 116 135 95 0
1309 116 130 135 0
1310 95 130 116 0
1311 95 135 130 0
1312 216 248 234 0
1313 216 224 248 0
1314 234 224 216 0
1315 234 248 224 0
1316 551 563 562 0
1317 551 539 563 0
1318 562 539 551 0
1319 562 563 539 0
1320 604 637 630 0
1321 604 607 637 0
1322 630 607 604 0
1323 145 156 174 0
1324 145 152 156 0
1325 174 152 145 0
1326 174 156 152 0
1327 83 88 81 0
1328 83 128 88 0
1329 81 88 128 0
1330 649 576 579 0
1331 649 581 576 0
1332 579 581 649 0
1333 579 576 581 0
1334 549 547 525 0
1335 549 575 547 0
1336 525 547 575 0
1337 1 6 18 0
1338 1 10 6 0
1339 18 10 1 0
1340 18 6 10 0
1341 674 672 696 0
1342 674 687 672 0
1343 696 687 674 0
1344 696 672 687 0
1345 22 689 694 0
1346 22 32 689 0
1347 694 32 22 1
1348 694 689 32 1
1349 137 138 126 0
1350 137 119 138 0
1351 126 119 137 0
1352 126 138 119 0
1353 651 664 621 0
1354 651 636 664 0
1355 621 636 651 0
1356 621 664 636 0
1357 282 311 298 0
1358 282 321 311 0
1359 298 321 282 0
