ID Node1 Node2 Node3 Marker
475 3313 3316 3250 0
476 1357 1329 1564 1
477 1357 1452 1329 0
478 1564 1452 1357 0
479 1564 1329 1452 0
480 646 200 341 0
481 646 719 200 0
482 341 719 646 0
483 341 200 719 0
484 4682 4770 4724 0
485 4682 4697 4770 0
486 4724 4697 4682 0
487 4724 4770 4697 0
488 1773 1744 1930 0
489 1773 1696 1744 0
490 1930 1696 1773 0
491 1930 1744 1696 0
492 2813 2938 2782 0
493 2813 2971 2938 0
494 2782 2971 2813 0
495 2782 2938 2971 0
496 3544 3698 3617 0
497 3544 3542 3698 0
498 3617 3542 3544 0
499 3617 3698 3542 0
500 6715 83 93 0
501 6715 6492 83 0
502 93 6492 6715 0
503 93 83 6492 0
504 1300 1355 1424 0
505 1300 6585 1355 0
506 1424 6585 1300 0
507 1424 1355 6585 0
508 4880 4414 4429 0
509 4880 4894 4414 0
510 4429 4894 4880 0
511 4429 4414 4894 0
512 5666 5916 6175 0
513 5666 6439 5916 0
514 6175 6439 5666 0
515 6175 5916 6439 0
516 4480 4692 4574 0
517 4480 4749 4692 0
518 4574 4749 4480 0
519 4574 4692 4749 0
520 6082 6312 6215 0
521 6082 6242 6312 0
522 6215 6242 6082 0
523 6215 6312 6242 0
524 4193 4187 4415 0
525 4193 4249 4187 0
526 4415 4249 4193 0
527 4415 4187 4249 0
528 2756 2521 1778 0
529 2756 3202 2521 0
530 1778 3202 2756 0
531 1778 2521 3202 0
532 4569 4309 4459 0
533 4569 4174 4309 0
534 4459 4174 4569 0
535 4459 4309 4174 0
536 4854 6680 4747 0
537 4854 5024 6680 0
538 4747 5024 4854 0
539 4747 6680 5024 0
540 2689 2529 2781 0
541 2689 2697 2529 0
542 2781 2697 2689 0
543 2781 2529 2697 0
544 3457 3533 3325 0
545 3457 3229 3533 0
546 3325 3229 3457 0
547 3325 3533 3229 0
548 3120 3191 2899 0
549 3120 3197 3191 0
550 2899 3197 3120 0
551 2899 3191 3197 0
552 4559 4391 4502 0
553 4559 4600 4391 0
554 4502 4600 4559 0
555 4502 4391 4600 0
556 5516 5714 5538 0
557 5516 5300 5714 0
558 5538 5300 5516 0
559 5538 5714 5300 0
560 1848 1644 1685 0
561 1848 1839 1644 0
562 1685 1839 1848 0
563 1685 1644 1839 0
564 4895 5013 4957 0
565 4957 4904 4895 0
566 4957 5013 4904 0
567 4874 4934 4796 0
568 4874 4885 4934 0
569 4796 4885 4874 0
570 4796 4934 4885 0
571 3196 3201 3354 0
572 3196 3263 3201 0
573 3354 3263 3196 0
574 3354 3201 3263 0
575 1561 1647 1597 0
576 1561 1604 1647 0
577 1597 1604 1561 0
578 1597 1647 1604 0
579 4034 3880 3871 0
580 4034 3840 3880 0
581 3871 3840 4034 0
582 3871 3880 3840 0
583 6119 6061 6106 0
584 6119 6189 6061 0
585 6106 6189 6119 0
586 6106 6061 6189 0
587 1588 1591 1471 0
588 1588 1688 1591 0
589 1471 1688 1588 0
590 1471 1591 1688 0
591 4834 4819 4585 0
592 4834 4698 4819 0
593 4585 4698 4834 0
594 4585 4819 4698 0
595 5191 5055 5211 0
596 5191 5159 5055 0
597 5211 5159 5191 0
598 5211 5055 5159 0
599 2327 2442 2562 0
600 2327 2485 2442 0
601 2562 2485 2327 0
602 2562 2442 2485 0
603 5807 5713 5777 0
604 5807 5767 5713 0
605 5777 5767 5807 0
606 5777 5713 5767 0
607 180 179 6483 0
608 180 86 179 0
609 6483 86 180 0
610 6483 179 86 0
611 2592 2519 2507 0
612 2592 2341 2519 0
613 2507 2341 2592 0
614 2507 2519 2341 0
615 3619 3635 3409 0
616 3619 3628 3635 0
617 3409 3628 3619 0
618 3409 3635 3628 0
619 4072 4094 4190 0
620 4072 3981 4094 0
621 4190 3981 4072 0
622 4190 4094 3981 0
623 1944 1932 2002 0
624 1944 1753 1932 0
625 2002 1753 1944 0
626 2002 1932 1753 0
627 1791 1897 1700 0
628 1791 1884 1897 0
629 1700 1884 1791 0
630 1700 1897 1884 0
631 1507 1806 1557 0
632 1507 1782 1806 0
633 1557 1782 1507 0
634 1557 1806 1782 0
635 925 731 747 0
636 925 643 731 0
637 747 643 925 0
638 747 731 643 0
639 2930 2955 2985 0
640 2930 2811 2955 0
641 2985 2811 2930 0
642 2985 2955 2811 0
643 4990 5137 5016 0
644 4990 5010 5137 0
645 5016 5010 4990 0
646 5016 5137 5010 0
647 2725 2764 2786 0
648 2725 2912 2764 0
649 2786 2912 2725 0
650 2786 2764 2912 0
651 5144 5008 5133 0
652 5144 4957 5008 0
653 5133 4957 5144 0
654 5133 5008 4957 0
655 1826 1896 1792 0
656 1826 1841 1896 0
657 1792 1841 1826 0
658 1792 1896 1841 0
659 3540 3724 3775 0
660 3540 3730 3724 0
661 3775 3730 3540 0
662 3775 3724 3730 0
663 3500 3734 3580 0
664 3500 3683 3734 0
665 3580 3683 3500 0
666 3580 3734 3683 0
667 4159 4098 4068 0
668 4159 3889 4098 0
669 4068 3889 4159 0
670 4068 4098 3889 0
671 2662 2818 2668 0
672 2662 2681 2818 0
673 2668 2681 2662 0
674 2668 2818 2681 0
675 2782 3164 2949 0
676 2782 3215 3164 0
677 2949 3215 2782 0
678 2949 3164 3215 0
679 4171 3898 4001 0
680 4171 3936 3898 0
681 4001 3936 4171 0
682 4001 3898 3936 0
683 3196 3203 3161 0
684 3196 3354 3203 0
685 3161 3354 3196 0
686 3161 3203 3354 0
687 3960 3993 4030 0
688 3960 4037 3993 0
689 4030 4037 3960 0
690 4030 3993 4037 0
691 4183 4177 4147 0
692 4183 4080 4177 0
693 4147 4080 4183 0
694 4147 4177 4080 0
695 3249 3270 3228 0
696 3249 3106 3270 0
697 3228 3106 3249 0
698 3228 3270 3106 0
699 5865 5764 5983 0
700 5865 5819 5764 0
701 5983 5819 5865 0
702 5983 5764 5819 0
703 2452 2403 2275 0
704 2452 2248 2403 0
705 2275 2248 2452 0
706 2275 2403 2248 0
707 3458 3198 3438 0
708 3458 3352 3198 0
709 3438 3352 3458 0
710 3438 3198 3352 0
711 4666 4599 4618 0
712 4666 4613 4599 0
713 4618 4613 4666 0
714 4618 4599 4613 0
715 3401 3703 3619 0
716 3401 3628 3703 0
717 3619 3628 3401 0
718 3619 3703 3628 0
719 388 1047 1034 0
720 388 1004 1047 0
721 1034 1004 388 0
722 1034 1047 1004 0
723 4072 4116 4085 0
724 4072 4021 4116 0
725 4085 4021 4072 0
726 4085 4116 4021 0
727 3605 3486 3483 0
728 3605 3744 3486 0
729 3483 3744 3605 0
730 3483 3486 3744 0
731 680 564 800 0
732 680 719 564 0
733 800 719 680 0
734 800 564 719 0
735 6677 6673 6670 0
736 6677 4561 6673 0
737 6670 4561 6677 0
738 6670 6673 4561 0
739 3570 3707 3828 0
740 3570 3723 3707 0
741 3828 3707 3723 0
742 2691 2414 2533 0
743 2691 2523 2414 0
744 2533 2523 2691 0
745 2533 2414 2523 0
746 6422 6708 5820 0
747 6422 6020 6708 0
748 5820 6020 6422 0
749 5820 6708 6020 0
750 5569 5521 5476 0
751 5569 5674 5521 0
752 5476 5674 5569 0
753 5476 5521 5674 0
754 2366 2259 2509 0
755 2366 2331 2259 0
756 2509 2331 2366 0
757 2509 2259 2331 0
758 6498 6495 6533 0
759 6498 6474 6495 0
760 6533 6474 6498 0
761 6533 6495 6474 0
762 2369 2276 2007 0
763 2369 2239 2276 0
764 2007 2239 2369 0
765 2007 2276 2239 0
766 1245 1301 1145 0
767 1245 1174 1301 0
768 1145 1174 1245 0
769 1145 1301 1174 0
770 3333 3476 3475 0
771 3333 3563 3476 0
772 3475 3563 3333 0
773 3475 3476 3563 0
774 2689 2801 2781 0
775 2689 2880 2801 0
776 2781 2880 2689 0
777 2781 2801 2880 0
778 2839 2997 3032 0
779 2839 3071 2997 0
780 3032 3071 2839 0
781 3032 2997 3071 0
782 2126 2164 2038 0
783 2126 2099 2164 0
784 2038 2099 2126 0
785 2038 2164 2099 0
786 2567 2592 2690 0
787 2567 2519 2592 0
788 2690 2519 2567 0
789 2690 2592 2519 0
790 3126 3184 2978 0
791 3126 2972 3184 0
792 2978 2972 3126 0
793 2978 3184 2972 0
794 5576 5809 6041 0
795 5576 5403 5809 0
796 6041 5403 5576 0
797 6041 5809 5403 0
798 2413 2498 2769 0
799 2413 2332 2498 0
800 2769 2332 2413 0
801 2769 2498 2332 0
802 5342 5296 5072 0
803 5342 5286 5296 0
804 5072 5286 5342 0
805 5072 5296 5286 0
806 4459 4535 4360 0
807 4459 4349 4535 0
808 4360 4349 4459 0
809 4360 4535 4349 0
810 2167 2084 2362 0
811 2167 2568 2084 0
812 2362 2568 2167 0
813 2362 2084 2568 0
814 1191 1356 1137 0
815 1191 1274 1356 0
816 1137 1274 1191 0
817 1137 1356 1274 0
818 1647 1773 1691 0
819 1647 1744 1773 0
820 1691 1744 1647 0
821 1691 1773 1744 0
822 2927 3453 4184 0
823 2927 4422 3453 0
824 4184 4422 2927 0
825 4184 3453 4422 0
826 942 737 823 0
827 942 927 737 0
828 823 927 942 0
829 823 737 927 0
830 2091 2067 1963 0
831 2091 1992 2067 0
832 1963 1992 2091 0
833 1963 2067 1992 0
834 3201 3121 3354 0
835 3263 3121 3201 0
836 3263 3354 3121 0
837 4073 4294 4276 0
838 4073 4195 4294 0
839 4276 4195 4073 0
840 4276 4294 4195 0
841 931 614 693 0
842 931 666 614 0
843 693 666 931 0
844 693 614 666 0
845 2594 2104 2132 0
846 2594 2488 2104 0
847 2132 2488 2594 0
848 2132 2104 2488 0
849 5832 5739 5930 0
850 5832 5750 5739 0
851 5930 5750 5832 0
852 5930 5739 5750 0
853 4507 4297 4370 0
854 4507 4492 4297 0
855 4370 4492 4507 0
856 4370 4297 4492 0
857 4681 4801 4688 0
858 4681 4714 4801 0
859 4688 4714 4681 0
860 4688 4801 4714 0
861 4159 4183 4098 0
862 4159 3950 4183 0
863 4098 3950 4159 0
864 4098 4183 3950 0
865 4235 4061 4089 0
866 4235 4134 4061 0
867 4089 4134 4235 0
868 4089 4061 4134 0
869 2793 2614 2589 0
870 2793 2562 2614 0
871 2589 2562 2793 0
872 2589 2614 2562 0
873 4241 4033 4020 0
874 4241 4005 4033 0
875 4020 4005 4241 0
876 4020 4033 4005 0
877 516 602 486 0
878 516 316 602 0
879 486 316 516 0
880 486 602 316 0
881 1123 1157 1181 0
882 1123 633 1157 0
883 1181 633 1123 0
884 1181 1157 633 0
885 3647 3440 3504 0
886 3647 3666 3440 0
887 3504 3666 3647 0
888 3504 3440 3666 0
889 6604 1976 1695 0
890 6604 1972 1976 0
891 1695 1972 6604 0
892 1695 1976 1972 0
893 5948 5796 5979 0
894 5948 5525 5796 0
895 5979 5525 5948 0
896 5979 5796 5525 0
897 2167 2084 2019 0
898 2167 2006 2084 0
899 2019 2006 2167 0
900 2019 2084 2006 0
901 4693 4487 4672 0
902 4693 4504 4487 0
903 4672 4504 4693 0
904 4672 4487 4504 0
905 6530 113 359 0
906 6530 101 113 0
907 359 101 6530 0
908 359 113 101 0
909 4745 4594 4598 0
910 4745 4460 4594 0
911 4598 4460 4745 0
912 4598 4594 4460 0
913 6227 6090 6360 0
914 6227 6232 6090 0
915 6360 6232 6227 0
916 6360 6090 6232 0
917 4395 4377 4442 0
918 4395 4370 4377 0
919 4442 4377 4370 0
920 4580 4593 4610 0
921 4580 4512 4593 0
922 4610 4512 4580 0
923 4610 4593 4512 0
924 91 136 25 0
925 91 6460 136 0
926 25 6460 91 0
927 25 136 6460 0
928 2911 2961 3154 0
929 2911 2897 2961 0
930 3154 2897 2911 0
931 3154 2961 2897 0
932 4037 4213 4126 0
933 4037 4112 4213 0
934 4126 4112 4037 0
935 4126 4213 4112 0
936 3574 3305 3129 0
937 3574 3497 3305 0
938 3129 3497 3574 0
939 3129 3305 3497 0
940 1762 1784 1868 0
941 1743 1784 1762 0
942 1743 1868 1784 0
943 2455 2053 1855 0
944 2455 1989 2053 0
945 1855 1989 2455 0
946 1855 2053 1989 0
947 4335 4441 4177 0
948 4335 4183 4441 0
949 4177 4183 4335 0
950 4177 4441 4183 0
951 5859 5537 5500 0
952 5859 208 5537 0
953 5500 208 5859 0
954 5500 5537 208 0
955 1101 1025 1201 0
956 1101 1153 1025 0
957 1201 1153 1101 0
958 1201 1025 1153 0
959 6610 3190 6642 0
960 6610 6665 3190 0
961 6642 6665 6610 0
962 6642 3190 6665 0
963 3767 3861 3801 0
964 3767 4095 3861 0
965 3801 4095 3767 0
966 3801 3861 4095 0
967 5736 5805 5619 0
968 5736 5846 5805 0
969 5619 5846 5736 0
970 5619 5805 5846 0
971 1530 1338 1408 0
972 1530 1330 1338 0
973 1408 1330 1530 0
974 1408 1338 1330 0
975 812 862 624 0
976 812 605 862 0
977 624 605 812 0
978 624 862 605 1
979 1898 1944 1753 0
980 1898 1756 1944 0
981 1753 1756 1898 0
982 1753 1944 1756 0
983 4091 3995 4233 0
984 4091 4054 3995 0
985 4233 4054 4091 0
986 4233 3995 4054 0
987 3054 2873 3058 0
988 3054 2991 2873 0
989 3058 2991 3054 0
990 3058 2873 2991 0
991 4676 4328 4568 0
992 4676 4458 4328 0
993 4568 4458 4676 0
994 4568 4328 4458 0
995 4676 4635 4568 0
996 4676 4328 4635 0
997 4568 4635 4328 0
998 4572 4639 4211 0
999 4572 4130 4639 0
1000 4211 4130 4572 0
1001 4211 4639 4130 0
1002 3867 4059 3875 0
1003 3867 4067 4059 0
1004 3875 4067 3867 0
1005 3875 4059 4067 0
1006 3843 3894 4015 0
1007 3843 3975 3894 0
1008 4015 3975 3843 0
1009 4015 3894 3975 0
1010 828 764 855 0
1011 828 829 764 0
1012 855 829 828 0
1013 855 764 829 0
1014 4043 3797 4082 0
1015 4043 3679 3797 0
1016 4082 3679 4043 0
1017 1130 1074 1251 0
1018 1130 1098 1074 0
1019 1251 1098 1130 0
1020 1251 1074 1098 0
1021 2023 1812 1753 0
1022 2023 1880 1812 0
1023 1753 1880 2023 0
1024 1753 1812 1880 0
1025 2849 2937 2789 0
1026 2849 2947 2937 0
1027 2789 2947 2849 0
1028 2789 2937 2947 0
1029 2384 2484 2376 0
1030 2384 2480 2484 0
1031 2376 2480 2384 0
1032 2376 2484 2480 0
1033 3211 3197 3241 0
1034 3211 3385 3197 0
1035 3241 3385 3211 0
1036 3241 3197 3385 0
1037 4436 4251 3949 0
1038 4436 4565 4251 0
1039 3949 4565 4436 0
1040 3949 4251 4565 0
1041 2908 2885 3097 0
1042 2908 2930 2885 0
1043 3097 2930 2908 0
1044 3097 2885 2930 0
1045 1671 1611 1769 0
1046 1671 1710 1611 0
1047 1769 1710 1671 0
1048 1769 1611 1710 0
1049 3402 3401 3619 0
1050 3402 3635 3401 0
1051 3619 3635 3402 0
1052 3619 3401 3635 0
1053 2649 2639 2517 0
1054 2649 2596 2639 0
1055 2517 2596 2649 0
1056 2517 2639 2596 0
1057 4468 4403 4305 0
1058 4468 4232 4403 0
1059 4305 4232 4468 0
1060 4305 4403 4232 0
1061 3479 3748 3706 0
1062 3479 3694 3748 0
1063 3706 3694 3479 0
1064 3706 3748 3694 0
1065 122 4086 5500 0
1066 122 2143 4086 0
1067 5500 2143 122 0
1068 5500 4086 2143 0
1069 640 392 183 0
1070 640 553 392 0
1071 183 553 640 0
1072 183 392 553 0
1073 4037 4213 4030 0
1074 4030 4126 4037 0
1075 4030 4213 4126 0
1076 2386 2420 2548 0
1077 2386 2390 2420 0
1078 2548 2390 2386 0
1079 2548 2420 2390 0
1080 1534 1536 1486 0
1081 1534 1667 1536 0
1082 1486 1667 1534 0
1083 1486 1536 1667 0
1084 2052 2070 2175 0
1085 2052 2056 2070 0
1086 2175 2056 2052 0
1087 2175 2070 2056 0
