2000.0 2000.0 3546
  0 20 21.622  -0.14   + 4 46 44.17   -0.8   8.3   BD+03   34      41 
  0 20 35.867  -0.01   + 8 11 24.86    0.8   5.6       41 Psc      42 
  0 20 54.593  -0.26   +10 58 37.28   -1.7   6.5   BD+10   32      43 
  0 21 13.134   0.20   - 3 18 42.65    6.2   8.0   BD-04   31      44 
  0 21 59.797   0.09   + 7  0 41.66   -1.6   8.5   BD+06   30      45 
  0 22 14.248  -0.11   - 5 11 31.24   -2.1   7.0   BD-05   49      46 
  0 23 38.514   0.15   + 2 44 34.75   -0.7   8.2   BD+01   52      47 
  0 23 40.431   0.08   - 0 32 28.99   -1.2   8.6   BD-01   41      48 
  0 24 29.653  -0.22   - 2 13  8.72   -4.4   6.3   BD-03   49      49 
  0 25 24.213  -0.09   + 1 56 22.71   -1.5   6.0       44 Psc      50 
  0 25 41.935   0.32   + 7 41 27.94   -5.0   7.2       45 Psc      51 
  0 26 12.092  -0.08   + 1  9 51.18   -1.4   8.6   BD+00   54      52 
  0 26 16.504   0.15   + 3 49 32.46   -0.4   6.9   BD+03   46      53 
  0 26 18.334  -0.21   + 6  5 39.96   -0.5   8.4   BD+05   52      54 
  0 26 37.407   0.47   - 0  2 58.53   -0.2   6.4       10 Cet      55 
  0 26 52.385  -0.03   + 9 19 11.14    2.8   8.1   BD+08   51      56 
  0 27  5.436   0.08   - 5  0 13.63   -2.3   7.2   BD-05   64      57 
  0 27 20.268  -0.06   + 2 48 50.43   -1.2   7.7   BD+02   54      58 
  0 28 20.077   0.31   +10 11 23.47  -20.7   6.0   BD+09   47      59 
  0 29 39.076   0.64   - 2 50 25.53   -3.8   7.0   BD-03   57      60 
  0 29 50.932   0.18   - 0 19 15.04    2.2   7.9   BD-01   51      61 
  0 29 55.322   0.96   - 1  7  3.92   -7.9   7.5       11 Cet      62 
  0 30  2.362   0.07   - 3 57 26.39   -1.2   6.0       12 Cet      63 
  0 30  8.711  -0.07   + 4 51 36.33    1.4   6.6   BD+04   63      64 
  0 31 37.345  -0.10   + 9  9 40.04   -1.2   7.3   BD+08   64      65 
  0 31 40.758   0.14   - 1 47 36.80   -0.4   6.8   BD-02   69      66 
  0 31 56.537   0.23   + 1 30 37.55    1.0   8.2   BD+00   70      67 
  0 32 23.765   0.19   + 6 57 19.76    0.5   5.7       51 Psc      68 
  0 33 54.231  -0.07   + 3 19 11.39   -1.7   7.6   BD+02   67      69 
  0 34 10.750   0.38   +10 17 56.00  -17.3   6.8   BD+09   62      70 
  0 34 15.497  -0.13   - 2 23 53.72  -11.8   8.5   BD-03   67      71 
  0 34 23.788  -0.19   + 1  0  9.32   -0.5   8.4   BD+00   77      72 
  0 34 29.802   0.60   - 4 32 47.59    0.2   7.0   BD-05   83      73 
  0 35 14.894   2.81   - 3 35 34.14   -2.2   5.2       13 Cet      74 
  0 35 28.628  -0.02   + 4 17 40.35   -0.9   7.8   BD+03   70      75 
  0 35 32.819   0.90   - 0 30 20.42   -6.7   5.9       14 Cet      76 
  0 36 24.312   0.01   + 8 52 26.58   -3.7   8.4   BD+08   80      77 
  0 36 56.807   0.04   - 3 24  2.56   -2.1   8.2   BD-04   64      79 
  0 36 57.087   0.29   + 5 24 45.15    1.0   8.2   BD+04   80      78 
  0 37 17.846   0.28   +11 26 11.48   -0.7   7.9   BD+10   65      80 
  0 37 30.503   0.63   + 3  8  7.17   -6.1   6.6   BD+02   80      81 
  0 37 50.609  -0.06   + 2 23 39.85    0.5   9.1   BD+01  105      82 
  0 38  4.522  -0.32   - 0 30 12.90   -1.3   6.9       15 Cet      83 
  0 38 48.146  -0.11   + 0 56 47.00   -6.0   8.4   BD+00   96      84 
  0 38 57.436  -0.16   + 7 54 53.47   -3.3   8.6   BD+07   86      85 
  0 39 40.714   1.11   +11 31 56.23   -1.1   7.5   BD+10   70      86 
  0 40 32.326  -0.27   - 1 46 14.70   -4.1   8.3   BD-02   87      87 
  0 40 42.381  -0.09   - 4 21  6.64   -1.3   6.1   BD-05  101      88 
  0 41 11.903  -0.76   + 9 21 18.18  -10.7   6.5   BD+08   94      89 
  0 42 23.216   0.17   + 4  9 59.72   -3.2   7.9   BD+03   93      90 
  0 42 37.397   0.44   - 0 20 40.80    1.0   8.8   BD-01   87      91 
  0 43  4.262   0.30   + 8 34 26.35   -0.5   8.5   BD+07  100      92 
  0 43 17.453   0.14   + 2  3 12.86   -0.1   8.2   BD+01  124      93 
  0 43 31.306   0.12   + 6  9 15.56   -0.9   8.6   BD+05   96      94 
  0 45 10.970   1.83   + 0 15 11.83   -5.4   7.1   BD-00  109      95 
  0 45 44.833   0.39   - 1 11  5.42    1.0   8.8   BD-01   94      96 
  0 47  1.473   0.40   +11 58 25.79   -3.6   5.7       58 Psc      97 
  0 47 23.628   0.08   + 6 44 27.17   -1.8   6.2       60 Psc      98 
  0 47 36.907   0.09   - 2 19 18.76    0.4   7.3   BD-03   99      99 
  0 48 10.812  -0.11   + 9 13 17.69   -1.3   8.5   BD+08  110     100 
  0 48 13.581   0.18   + 2 43 46.15   -0.2   8.7   BD+01  142     101 
  0 48 17.351   0.04   +10 15 28.79   -3.6   8.2   BD+09   90     102 
  0 48 17.427   0.78   + 7 17 59.84    0.4   6.1       62 Psc     103 
  0 48 22.980   5.07   + 5 16 49.90 -114.5   5.8   BD+04  123     104 
  0 48 40.950   0.57   + 7 35  6.14   -5.2   4.5      del Psc     105 
  0 49 54.969   0.21   - 0 13 27.30   -1.9   6.8   BD-01  104     106 
  0 50 11.992   0.27   +11 49 48.64   -4.0   8.7   BD+11  102     107 
  0 50 33.375   0.08   +10 24 41.70   -0.2   8.5   BD+09   97     108 
  0 51 18.325   0.15   + 3 23  5.88   -7.3   6.5   BD+02  118     109 
  0 51 26.171   0.44   + 0 54 35.59   -4.5   8.6   BD+00  130     110 
  0 51 28.618   0.35   + 2 23 36.56    3.7   9.3   BD+01  151     111 
  0 51 34.902   0.60   +12 47  5.07   -2.3   6.8   BD+11  106     112 
  0 51 56.281   0.40   + 4  3 36.91   -1.1   8.0   BD+03  115     113 
  0 52  7.564   0.27   +10 36  4.00   -2.5   8.5   BD+09   99     114 
  0 52 28.845   0.07   +13 38 55.72   -1.4   7.9   BD+12  104     115 
  0 52 32.932   0.66   + 8 39 55.40   -1.8   8.5   BD+07  124     116 
  0 52 46.925  -0.21   + 9 48 12.40   -5.1   8.4   BD+09  101     117 
  0 53  0.498   0.05   - 1  8 39.47   -1.7   4.9       20 Cet     118 
  0 53 50.334   0.00   +11  7 20.75   -2.4   8.7   BD+10  105     119 
  0 53 58.239   0.23   + 5 48 33.06    0.9   8.2   BD+05  120     120 
  0 55  0.832   0.21   +12 50 50.71   -1.7   8.6   BD+12  108     121 
  0 56  9.123  -0.04   +13 57  6.88   -0.6   6.8   BD+13  127     122 
  0 56 29.177   0.09   +12 42 47.72   -1.2   8.6   BD+11  118     123 
  0 56 32.915   0.03   + 9 13 44.44   -3.0   8.2   BD+08  130     124 
  0 56 46.365   0.10   +10  0 58.70    0.4   8.4   BD+09  110     125 
  0 57 13.012  -0.08   + 0 20 32.19   -1.3   7.9   BD-00  146     126 
  0 57 21.668   0.11   +12 25 47.04   -2.1   8.5   BD+11  120     127 
  0 57 39.657   0.06   + 1 47  8.41    1.8   7.3   BD+00  149     128 
  0 57 50.211   0.14   - 1 45 57.58   -0.4   6.6   BD-02  131     130 
  0 57 54.545   0.00   +13 41 44.64   -1.7   6.4   BD+12  119     129 
  0 57 58.503   0.49   + 7 36 42.22    1.4   8.3   BD+06  131     131 
  0 58 18.808   0.14   + 4 17 47.66   -1.1   8.1   BD+03  131     133 
  0 58 19.457   0.20   + 6 50 39.52   -0.7   6.9   BD+06  135     132 
  0 59 20.498   0.22   - 0 40 29.43   -4.6   8.2   BD-01  124     134 
  0 59 44.193   0.07   +14 36 33.92   -2.0   8.7   BD+13  143     135 
  0 59 49.700   0.16   + 6 28 59.66   -0.5   6.3   BD+05  131     136 
  1  0  5.647  -0.09   + 2 37 58.71   -0.7   8.0   BD+01  185     137 
  1  0 40.420   0.09   - 1 39 31.23   -2.1   7.0   BD-02  140     138 
  1  1 13.930   0.01   +11 10 49.50   -3.1   8.2   BD+10  115     139 
  1  1 31.930  -0.02   + 5  8  3.56   -3.4   8.6   BD+04  157     140 
  1  1 56.523  -0.10   +10  5 23.01   -0.9   8.6   BD+09  116     141 
  1  2  6.799   0.03   + 7 56 25.63    2.7   7.8       70 Psc     142 
  1  2 29.615  -0.19   + 8 49 17.58   -1.9   6.8   BD+08  158     143 
  1  2 34.139   0.01   +14 15  6.96   -1.4   8.6   BD+13  150     144 
  1  2 42.639   0.43   + 9  7 58.29   -3.1   6.7   BD+08  159     145 
  1  2 56.613  -0.53   + 7 53 24.31    2.2   4.5      eps Psc     146 
  1  3  6.329   0.11   +13  2 54.85   -4.6   8.3   BD+12  126     147 
  1  3 47.159   0.13   + 6 45 53.19   -1.5   6.9   BD+05  141     148 
  1  3 49.022   0.81   + 1 22  0.46   -4.2   6.2       26 Cet     150 
  1  3 51.208   0.08   +13 56 13.88   -0.4   8.7   BD+13  155     149 
  1  4 17.593   0.11   + 0 36 55.06   -1.5   8.8   BD-00  163     151 
  1  4 50.450   1.04   + 7  2 45.21  -10.8   7.8   BD+06  155     152 
  1  4 52.651   0.24   + 5 39 22.46   -1.6   6.2       73 Psc     153 
  1  5  5.353   0.04   +14 56 46.04    5.4   5.6       72 Psc     154 
  1  5 49.249   0.20   + 4 54 29.99  -12.1   6.8       77 Psc     155 
  1  5 56.583   0.22   +15 22 56.81   -7.4   7.8   BD+14  169     156 
  1  6  5.822   0.37   + 3 16 27.92   -4.2   7.8   BD+02  155     157 
  1  6 22.497   0.11   +16 18 50.57   -0.2   8.6   BD+15  159     158 
  1  6 25.742   0.56   - 0 44 58.18   -3.5   8.0   BD-01  144     159 
  1  6 33.641   0.13   +12 57 21.50    2.3   6.2       75 Psc     160 
  1  6 36.544   0.40   +13 53  4.38   -4.1   7.1   BD+13  165     161 
  1  6 37.639  -0.33   + 8 21 36.00   -4.5   6.9   BD+07  167     162 
  1  7  3.969   0.46   +11 33  6.78   -1.4   8.1   BD+10  128     163 
  1  7 51.568  -0.62   +15 51 47.30   -4.4   8.4   BD+15  164     164 
  1  7 59.666   0.97   + 1 59 35.25  -41.9   6.7       29 Cet     165 
  1  8 21.821  -0.04   + 9 54 28.99   -0.9   6.9   BD+09  132     166 
  1  8 22.197  -1.77   + 5 38 58.89  -18.5   5.7       80 Psc     167 
  1 10 11.449   0.16   +15 40 26.48   -2.4   6.4   BD+14  175     168 
  1 10 33.575  -0.01   + 2 26 43.61   -2.2   6.2       33 Cet     170 
  1 10 34.344  -0.08   + 6 45  2.09   -2.2   8.7   BD+05  150     169 
  1 11  4.142  -0.11   +16 46 37.70   -2.2   8.3   BD+16  123     171 
  1 11 16.233  -0.13   +14 41 29.95   -2.5   8.5   BD+13  175     172 
  1 11 27.945   0.11   + 4 25 45.05   -0.9   8.5   BD+03  166     174 
  1 11 28.981   0.10   +10 17 30.84   -0.5   6.6   BD+09  138     173 
  1 11 43.539   0.66   + 8 34 47.80    2.2   8.7   BD+07  181     175 
  1 11 45.687  -0.03   +13 52 36.06   -0.6   8.6   BD+13  176     176 
  1 12 19.164  -0.56   +12 16 54.28   -5.9   7.1   BD+11  158     177 
  1 12 30.650  -1.16   + 2 28 17.63  -10.2   6.8       35 Cet     178 
  1 12 50.274   0.13   +16 45 51.40   -0.7   8.3   BD+15  175     179 
  1 13 43.887   0.97   + 7 34 31.16   -5.5   5.6      zet Psc     180 
  1 13 45.272   0.94   + 7 34 41.61   -5.7   6.5      zet Psc     181 
  1 13 46.862   0.09   +10 48 48.51   -0.7   8.6   BD+10  147     182 
  1 14  7.593  -0.28   +16  8  0.05   -3.5   5.9       87 Psc     183 
  1 14 42.370  -0.09   + 6 59 42.58   -2.3   6.2       88 Psc     184 
  1 15 35.633   0.26   + 0 54 44.77    0.5   6.7   BD+00  210     185 
  1 15 46.699  -0.57   + 9 47  6.52    5.1   7.1   BD+09  142     186 
  1 16 11.906   0.37   +17 38  4.25   -1.8   8.4   BD+16  129     187 
  1 16 35.975   0.41   + 2 44  5.71   -1.8   7.6   BD+01  238     188 
  1 16 44.469   0.03   + 5  3 20.21   -1.1   8.2   BD+04  216     189 
  1 17 29.105  -0.04   +16 21 14.54   -1.9   9.0   BD+15  185     190 
  1 17 33.001   0.09   +14 14 33.54   -2.7   7.4   BD+13  192     191 
  1 17 47.956  -0.31   + 3 36 51.89   -2.5   5.3       89 Psc     192 
  1 19 28.318  -0.08   + 8 23 46.90    3.3   8.5   BD+07  197     193 
  1 19 42.816   0.20   +12  8 44.34   -1.4   8.1   BD+11  167     194 
  1 20 41.110   0.37   +15 41 45.49   -1.5   7.2   BD+14  204     195 
  1 21 19.246   0.40   +11 32 12.19   -0.1   6.9   BD+10  168     196 
  1 21 58.304   0.26   +12 36 14.66   -1.3   7.0   BD+11  172     197 
  1 22 18.726   0.32   + 3 30 46.64  -16.7   8.7   BD+02  196     198 
  1 22 26.873   0.40   + 5 44  5.82   -7.7   8.8   BD+04  232     199 
  1 22 36.954   0.44   + 1 43 34.60   -4.8   6.5   BD+00  223     200 
  1 22 43.452  -0.69   +10 22 10.52   -8.7   7.5   BD+09  158     201 
  1 22 43.471  -0.17   + 4 44 17.25   -2.9   7.0   BD+03  190     202 
  1 22 53.596   0.31   +11 21 59.07   -5.2   6.9   BD+10  171     203 
  1 22 56.766   0.68   + 7 25  9.32   23.2   7.3   BD+06  211     204 
  1 23  6.802   0.27   + 9 11 15.04   -5.0   8.3   BD+08  218     205 
  1 24  0.949  -0.10   +15 18 18.82   -1.7   8.8   BD+14  213     206 
  1 24 19.961   0.20   +13 53 58.96   -7.8   8.7   BD+13  207     207 
  1 25 40.670   0.26   + 2 58 19.23   -1.6   7.0   BD+02  207     208 
  1 25 58.233   0.26   +10 24 25.28    1.0   7.2   BD+09  167     209 
  1 26 53.592   0.14   + 3 32  7.17   -4.3   6.4   BD+02  211     210 
  1 27  1.628   0.38   +11 22  1.85   -3.7   8.5   BD+10  185     211 
  1 27 39.827  -0.09   + 5 21  9.22  -14.1   7.3       95 Psc     212 
  1 28 22.951   0.83   + 7 57 41.66    0.3   6.4   BD+07  213     214 
  1 28 24.371   0.87   +17  4 45.22   -3.8   6.8   BD+16  154     213 
  1 29  3.094  -0.19   + 7 17 38.78   -5.1   6.7       96 Psc     215 
  1 29 11.349   0.16   + 9 40 39.36   -3.0   8.5   BD+08  238     216 
  1 29 25.054  -0.13   +12 23 19.98   -2.0   8.3   BD+11  187     217 
  1 29 53.475   0.01   +14 12 34.37   -1.6   8.8   BD+13  222     218 
  1 30 11.118   1.97   + 6  8 37.58   -4.8   5.1       mu Psc     219 
  1 30 54.458   0.08   + 2 13 16.19   -0.8   8.9   BD+01  269     220 
  1 31 29.013   0.19   +15 20 44.81   -0.5   3.7      eta Psc     221 
  1 31 42.696   0.39   +10 53 21.77    1.4   7.6   BD+10  197     222 
  1 31 54.870   0.08   +16  2 48.90  -15.2   8.0   BD+15  227     223 
  1 32  3.134   0.89   +16 56 49.88  -20.0   6.8   BD+16  167     224 
  1 32 52.781   0.13   + 4 46 27.23   -3.2   8.8   BD+04  266     225 
  1 33 18.227   0.02   + 8 12 31.30   -3.8   6.6   BD+07  229     226 
  1 33 45.501   0.35   + 3 46 18.55   -2.3   8.4   BD+03  215     227 
  1 33 55.844   0.41   + 8 59 36.93   -0.6   8.5   BD+08  246     228 
  1 34 49.120   0.32   +18 27 37.84   -6.4   6.0   BD+17  224     229 
  1 34 51.619   0.09   +12 33 30.96   -1.7   7.0      100 Psc     230 
  1 34 54.890  -0.06   +14 23  6.86   -0.8   8.4   BD+13  238     231 
  1 35 33.371   0.14   +10 33 41.84   -0.6   8.3   BD+09  189     232 
  1 35 46.378  -0.05   +14 39 41.60   -0.4   6.2      101 Psc     233 
  1 35 54.795   1.11   +17 26  1.44    1.0   5.9   BD+16  176     234 
  1 36  2.900  -0.15   + 7 38 44.15    2.3   6.9   BD+06  244     235 
  1 36 16.938   0.14   + 4 18 50.83   -1.1   7.7   BD+03  218     236 
  1 36 41.232  -0.11   + 6 43  4.70   -2.7   8.3   BD+05  218     237 
  1 36 43.514   0.01   + 7 49 53.13    0.2   6.7   BD+07  240     238 
  1 37  2.178   0.80   + 5 37 50.66   -8.3   8.5   BD+04  282     239 
  1 37  5.924  -0.45   +12  8 29.73    4.3   5.6       pi Psc     240 
  1 37 40.877   0.80   +12  4 41.99    0.1   6.9   BD+11  207     241 
  1 38 19.922   0.15   + 2 35  9.62   -0.3   6.9   BD+01  293     242 
  1 39 15.216   0.05   +16 37 31.23   -3.4   6.9      103 Psc     243 
  1 39 15.431   0.60   +14 17  8.12   -2.6   6.9      104 Psc     244 
  1 39 40.834   0.61   +16 24 20.63   -2.2   6.1      105 Psc     245 
  1 39 43.702  -0.08   +15 25 25.41   -3.2   8.6   BD+14  250     246 
  1 40 34.926   0.48   + 8 45 38.41    0.1   6.7   BD+08  258     247 
  1 41  9.573  -0.07   + 7 35 17.70   -9.7   8.6   BD+06  259     248 
  1 41 25.897  -0.14   + 5 29 15.29    0.2   4.7       nu*Psc     249 
  1 41 56.153   0.09   + 4 40 22.23    0.5   8.2   BD+03  230     250 
  1 42 26.936   0.26   +15 46 42.44   -1.0   7.6   BD+15  251     251 
  1 42 35.840  -0.11   +10 14 40.19   -2.6   8.4   BD+09  206     252 
  1 42 50.018   0.19   +11  5  8.66   -3.0   8.3   BD+10  225     253 
  1 43  2.657   0.19   +12 34  3.27   -0.4   8.6   BD+11  221     254 
  1 43 51.949   0.13   + 3 35 23.59   -2.3   8.1   BD+02  255     255 
  1 44 25.104  -0.17   +14  3 23.63   -3.7   8.6   BD+13  270     256 
  1 45 23.629   0.49   + 9  9 27.79    4.8   4.5      omi Psc     257 
  1 45 42.546   0.09   + 8 33 33.30   -2.3   6.6   BD+07  275     258 
  1 45 43.869  -0.02   + 3 40  2.85    0.6   6.9   BD+02  266     259 
  1 45 52.160  -0.18   +15  0 14.21    0.3   9.1   BD+14  270     260 
  1 45 55.024   0.00   + 3 25  3.15   -0.7   6.9   BD+02  268     261 
  1 46 13.950   0.38   + 6 32  9.99    0.0   8.7   BD+05  240     262 
  1 46 35.291   0.34   +17 24 45.51   -0.3   6.5   BD+16  196     263 
  1 47  9.119   0.09   +10 50 38.79   -2.0   7.0   BD+10  241     264 
  1 47 36.198  -0.12   +13 11 23.87   -2.6   8.3   BD+12  232     265 
  1 48 10.927   0.37   +16 57 19.90   -3.6   5.7        4 Ari     266 
  1 48 20.796  -0.19   +17  1 21.92    4.6   7.3   BD+16  204     267 
  1 48 26.019  -0.03   + 3 41  7.91    3.0   6.0   BD+02  270     268 
  1 48 40.655   0.20   + 7 41  1.76   -2.6   8.2   BD+06  275     269 
  1 49 30.259   0.36   + 5 37 34.74   -1.3   8.8   BD+04  316     270 
  1 50  5.468   0.04   +14 21  5.11    8.1   8.2   BD+13  286     271 
  1 50 51.966  -0.49   +11  2 35.96   -3.2   5.9   BD+10  252     272 
  1 51  0.975   0.38   + 4 13 14.06   -4.4   8.5   BD+03  249     273 
  1 51 32.509   0.14   + 9 18  7.21   -0.7   8.5   BD+08  284     274 
  1 51 47.183  -0.26   +18 17 24.01  -11.7   6.7   BD+17  276     275 
  1 52 47.556  -0.03   + 4 39 46.88   -0.3   8.0   BD+03  257     276 
  1 53 14.192  -0.15   +15 26  1.11    4.0   8.2   BD+14  298     277 
  1 53 29.926  -0.15   +12 40 56.50   -3.8   7.8   BD+11  248     279 
  1 53 31.804   0.55   +19 17 45.06  -11.2   4.8      gam2Ari     278b
  1 53 31.825   0.56   +19 17 37.21  -10.4   4.8      gam1Ari     278a
  1 53 33.346   0.15   + 3 11 14.98    2.3   4.8       xi Psc     280 
  1 53 38.266   0.03   + 7 38  2.35   -0.4   7.2   BD+06  296     281 
  1 54 11.988   0.47   + 9 57  2.13   -7.3   8.1   BD+09  236     282 
  1 54 22.152   0.07   + 8 46 51.81    0.5   7.0   BD+08  292     283 
  1 54 24.553   0.09   +11 24  9.54    1.7   7.9   BD+10  257     284 
  1 54 47.221   0.03   +13 45 25.19   -0.2   7.6   BD+13  296     285 
  1 55 18.356  -0.03   + 6 26 13.64   -2.9   8.5   BD+05  262     286 
  1 55 31.151  -0.04   +17 11 21.40   -1.4   8.3   BD+16  217     287 
  1 57 21.005   0.20   +17 49  2.48   -3.1   5.2      iot Ari     288 
  1 58 38.471  -0.05   +15 55 48.40   -0.1   8.1   BD+15  286     289 
  1 59 25.882   0.05   +12 17 41.30   -4.2   6.1   BD+11  261     290 
  1 59 58.434   0.48   + 6  2  7.59   -2.3   7.1   BD+05  274     291 
  2  0 11.884   0.05   + 6 39 13.57   -0.8   8.8   BD+05  276     292 
  2  0 21.791   0.01   + 4 23 22.07    0.3   7.1   BD+03  273     294 
  2  0 22.748   0.05   +10 37 47.43   -1.7   8.0   BD+09  253     293 
  2  0 45.170   0.07   + 9 12 43.34    0.0   8.4   BD+08  308     295 
  2  1  9.756  -0.26   +16 33 54.39   -2.7   8.0   BD+15  292     296 
  2  1 50.440   0.10   +15  4  1.22    0.0   6.8   BD+14  326     297 
  2  1 52.476   0.85   + 7 51 51.44   -5.5   7.2   BD+07  313     298 
  2  2 35.078  -0.03   +13 28 35.62   -1.0   6.3   BD+12  271     299 
  2  2 35.518   0.09   + 9  4 53.83   -1.5   7.7   BD+08  316     300 
  2  2 57.579   0.09   +11  1  7.41   -0.5   6.8   BD+10  275     301 
  2  3 42.599  -0.04   +18 15 11.26   -2.5   6.4   BD+17  307     302 
  2  4 51.027   0.24   + 7 44  7.80   -1.5   6.5   BD+07  321     303 
  2  5 41.198  -0.76   +13  5 27.37    2.8   8.7   BD+12  280     305 
  2  5 43.549  -0.11   +17 38 59.91   -2.9   8.9   BD+16  237     304 
  2  5 48.473   0.51   + 7  1 42.29    0.7   6.9   BD+06  324     306 
  2  6 12.259  -0.09   + 8 14 53.09   -1.6   6.7   BD+07  324     308 
  2  6 16.032  -0.43   +20 35 32.38   -1.1   7.7   BD+19  324     307 
  2  6 39.567  -0.42   +10 28 38.85   -1.3   8.2   BD+09  271     310 
  2  6 41.592  -0.05   +14 35  1.64   -0.2   7.9   BD+13  333     309 
  2  7 45.969  -0.07   +18  1 45.65    0.2   6.5   BD+17  315     311 
  2  7 47.240   0.13   + 5 59  5.45   -2.5   8.0   BD+05  285     312 
  2  8  3.939   0.29   +15 48 16.59   -1.9   7.5   BD+15  305     313 
  2  8  7.244   0.07   +11 11 25.65    0.4   8.2   BD+10  292     314 
  2  8 19.439   0.12   + 8 51  0.61   -0.8   7.8   BD+08  330     315 
  2  8 56.687  -0.03   + 7  0 27.49   -0.5   8.7   BD+06  331     316 
  2  9 23.104   0.97   +17 13 27.24  -18.4   6.4   BD+16  247     317 
  2  9 42.796   0.03   +20 20 53.23    0.1   8.0   BD+19  329     318 
  2  9 46.551  -0.07   +13 10 32.81    0.4   7.9   BD+12  292     319 
  2 10 37.592   0.62   +19 30  1.19   -2.8   5.9       15 Ari     320 
  2 11 21.073  -0.99   + 8 34 11.33  -11.3   5.7       64 Cet     322 
  2 11 23.146   1.95   +21 22 38.41   -1.3   7.2   BD+20  341     321 
  2 12 29.959  -0.10   +10 19 43.45   -2.2   8.5   BD+09  280     323 
  2 12 42.615   0.14   +13 55  6.43   -0.4   7.9   BD+13  351     325 
  2 12 48.079   1.18   +21 12 39.45    0.2   5.4      eta Ari     324 
  2 13  0.001  -0.15   + 8 50 48.18   -0.9   4.5       xi1Cet     327 
